original_name,drug_name,dose,form
controbetic 60mg mr 30 f.c.tab.,controbetic,60mg,tab
controlepsy 100mg 30 tab.,controlepsy,100mg,tab
controlepsy 25mg 30 tab.,controlepsy,25mg,tab
controlepsy 50 mg 30 tab,controlepsy,50mg,tab
controloc 20mg 14  gastro resistant tabs,controloc,20mg,tabs
controloc 40mg 14 gastroresistant tab,controloc,40mg,tab
controloc 40mg i.v.vial,controloc,40mg,vial
contropace-h 10/25mg 20 f.c. tabs.,contropace-h,10/25mg,tabs
contropace-h 5/12.5mg 20 f.c. tabs.,contropace-h,5/12.5mg,tabs
conturine 1 mg 10 f.c.tab.,conturine,1mg,tab
conumb moisturizing 25gm cream,conumb moisturizing,25gm,cream
convagran 100 mg 30 caps.,convagran,100mg,caps
convagran 25 mg 30 caps.,convagran,25mg,caps
convagran 50 mg 30 caps.,convagran,50mg,caps
convaliptic 100 mg 21 f.c. tabs.,convaliptic,100mg,tabs
convaliptic 400 mg 21 f.c. tabs.,convaliptic,400mg,tabs
convarsiotam 100 mg 20 f.c.tabs.,convarsiotam,100mg,tabs
convarsiotam 25 mg 20 f.c.tabs.,convarsiotam,25mg,tabs
convarsiotam 50 mg 20 f.c.tabs.,convarsiotam,50mg,tabs
convarsiotam 75 mg 20 f.c.tabs.,convarsiotam,75mg,tabs
conventin 100mg 30 cap.,conventin,100mg,cap
conventin 300mg 30 caps.,conventin,300mg,caps
conventin 400mg 30 caps.,conventin,400mg,caps
conventin 600 mg 30 tabs.,conventin,600mg,tabs
conventin 800mg 30 tabs.,conventin,800mg,tabs
conventin xr 300mg 30 tabs.,conventin xr,300mg,tabs
conventin xr 600mg 30 tabs.,conventin xr,600mg,tabs
conviban 100mg 20 scored f.c. tabs.,conviban,100mg,tabs
conviban 25mg 30 f.c. tabs,conviban,25mg,tabs
conviban 50mg 30 f.c. tabs,conviban,50mg,tabs
convugabalin 150mg 10 caps.,convugabalin,150mg,caps
convulex 150mg 40 caps.,convulex,150mg,caps
convulex 300mg 40 caps.,convulex,300mg,caps
convulex 300mg/ml oral drops 100 ml,convulex,300mg/ml,oral drops
cool gel 50 ml,cool,50ml,gel
cool-strike massage cream 100 gm,cool-strike massage,100gm,cream
cooper 100 mg 4 tab,cooper,100mg,tab
cooper pharmas 100mg 4 tab,cooper pharmas,100mg,tab
cop 250 mg 20 cap,cop,250mg,cap
copad 10.000 i.u. 30 caps.,copad,10.000 i.u.,caps
copad 4000 30 caps,copad,4000mg,caps
copad tri omega syrup 120 ml,copad tri omega,120ml,syrup
copadtada 20 mg 2 tabs.,copadtada,20mg,tabs
copadtada 20 mg 4 tabs.,copadtada,20mg,tabs
copagaramon 500 mg 20 f.c. tabs.,copagaramon,500mg,tabs
copex cream 50 gm,copex,50gm,cream
coprimasept 400/80 mg 20 tab.,coprimasept,400/80mg,tab
coprimasept oral susp. 100 ml,coprimasept,100ml,oral susp.
coq-10 100 mg 60 softgels (natrol),coq-10,100mg,softgels
coquelusedal enfants supp,coquelusedal enfants,0,supp
