original_name,drug_name,dose,form
lonsurf 15/6.14 mg 20 f.c. tabs.,lonsurf,15/6.14 mg,tablets
lonsurf 20/8.19mg 20 f.c. tabs,lonsurf,20/8.19mg,tablets
looby 16 lozenges,looby,0,lozenges
looby 192 lozenges,looby,0,lozenges
lopamiro. 200 4.08 gm 10ml- 5 amp,lopamiro,4.08 gm,ampoule
lopamiro. 300 61.24% 10ml- 5amp,lopamiro,61.24%,ampoule
loperasin 2mg 6 caps.,loperasin,2mg,capsules
lopid 600mg 30 f.c. tab.,lopid,600mg,tablets
lopid- 300 mg- 12 caps,lopid,300 mg,capsules
lopodium 2mg 10 caps,lopodium,2mg,capsules
lopral 30mg 5 caps.,lopral,30mg,capsules
lopranest 2 mg 20 orodispersible films,lopranest,2 mg,films
loprecough syrup 100 ml,loprecough,100 ml,syrup
lopresor 50 mg 40 tab,lopresor,50 mg,tablets
lopro iron adult  14 sachets,lopro iron adult,0,sachets
lopro iron kids  10 sachets,lopro iron kids,0,sachets
lora 15 sachets,lora,0,sachets
lora c 1 gm 14 sachets,lora c,1 gm,sachets
lorafast 2.5mg/5ml syrup. 100 ml,lorafast,2.5mg/5ml,syrup
lorafedrine 5/240mg 20 ext. rel. tabs.,lorafedrine,5/240mg,tablets
loral 30mg 10 caps.,loral,30mg,capsules
loramet 1 mg 10 tab,loramet,1 mg,tablets
lorano 10mg 20 tab.,lorano,10mg,tablets
lorano 5mg/5ml syrup 100ml,lorano,5mg/5ml,syrup
lorano 5mg/5ml syrup 60ml,lorano,5mg/5ml,syrup
loranovil 8mg 20 f.c. tabs.,loranovil,8mg,tablets
loraswab 5mg/5ml 20 unidose oral soln.* 5 ml,loraswab,5mg/5ml,oral solution
loratadine 10mg 10 tab.,loratadine,10mg,tablets
loratadine 5mg/5ml susp. 60ml,loratadine,5mg/5ml,suspension
loratan 10mg m.r. 10 tab,loratan,10mg,tablets
loratan 5mg/5ml syrup 100 ml,loratan,5mg/5ml,syrup
loratin-d 14 repetabs,loratin-d,0,repetabs
loraz 50/12.5 mg  14 tablets,loraz,50/12.5 mg,tablets
loraz 50/12.5mg 14 tab.,loraz,50/12.5mg,tablets
loraz forte 100/25mg 28 tab.,loraz forte,100/25mg,tablets
lorbrena 100 mg 30 f.c.tabs.,lorbrena,100 mg,tablets
lorbrena 25 mg 30 f.c.tabs.,lorbrena,25 mg,tablets
lorgeque 20tab,lorgeque,0,tablets
lorgeque 8mg 20 f.c.tab.,lorgeque,8mg,tablets
loriano cream 50 gm,loriano,50 gm,cream
lorin-d 10 caps,lorin-d,0,capsules
lorine 10 mg 10 tab,lorine,10 mg,tablets
lorine 10mg 10 tab.,lorine,10mg,tablets
lorine 5mg/5ml syrup 100ml,lorine,5mg/5ml,syrup
lorine syp 100 ml,lorine,100 ml,syrup
lornicam 4 mg 30 tabs.,lornicam,4 mg,tablets
lornicam 8 mg rapid 30 disintegrating tabs.,lornicam,8 mg,tablets
lornicam 8mg rapid 10 disintegrating tab.,lornicam,8mg,tablets
lornox 4mg 10 f.c. tabs.,lornox,4mg,tablets
lornox 8 mg 10 f.c. tabs.,lornox,8 mg,tablets
