original_name,drug_name,dose,form
navelbine 10mg i.v. vial,navelbine,10mg,vial
navelbine 20 mg 1 caps,navelbine,20mg,caps
navelbine 30 mg 1 caps,navelbine,30mg,caps
navelbine 50 mg i.v. vial,navelbine,50mg,vial
navelbine 50mg/5ml i.v. vial,navelbine,50mg/5ml,vial
navesetron 0.25mg/5ml vial for i.v.,navesetron,0.25mg/5ml,vial
navi lipo 10ml eye drops,navi lipo,10ml,eye drops
navi nacl 5% 10ml eye drops,navi nacl,5%,eye drops
navidoxine 10 tablets (illegal import),navidoxine,10mg,tablets
naviluca 150mg 2 caps,naviluca,150mg,caps
naviluca 200 mg 14 caps,naviluca,200mg,caps
naviluca 200 mg 21 caps.,naviluca,200mg,caps
naviluca 200 mg 7 caps in,naviluca,200mg,caps
naviluca 2mg/ml vial for i.v. inf. 100 ml,naviluca,2mg/ml,vial100ml
naviluca 2mg/ml vial for i.v. inf. 25 ml,naviluca,2mg/ml,vial25ml
naviluca 2mg/ml vial for i.v. inf. 50 ml,naviluca,2mg/ml,vial50ml
naviluca 50mg 21 caps,naviluca,50mg,caps
navitae plus 15ml eye drops,navitae plus,15ml,eye drops
navoban 2 mg /5ml amp,navoban,2mg/5ml,amp
navoban 5 mg 5 cap,navoban,5mg,cap
navoban 5 mg 5 ml 5 amp,navoban,5mg,amp5ml
navoban 5mg 5caps.,navoban,5mg,caps
navoban 5mg/5ml amp.,navoban,5mg/5ml,amp
navonausia 0.25mg/5ml i.v. inj. or inf. vial,navonausia,0.25mg/5ml,vial
navoproxin 50mg 5 supp.,navoproxin,50mg,supp
navoproxin plus 20 f.c. tab.,navoproxin plus,20mg,tab
nazine 1mg/ml nasal drops 10 ml,nazine,1mg/ml,nasal drops
nazocrom 15ml nasal spray,nazocrom,15ml,nasal spray
nazocrom nasal spray 15 ml,nazocrom,15ml,nasal spray
nazowell 150 mg 1 cap.,nazowell,150mg,cap
nazowell 150 mg 3 caps.,nazowell,150mg,caps
nearby you 30 gm cream,nearby you,30gm,cream
nearby you calamine 120 ml lotion,nearby you calamine,120ml,lotion
nearby you skin moisturizing 30gm cream,nearby you skin moisturizing,30gm,cream
nebacetin 2.5 mg- eye oint .,nebacetin,2.5mg,eye oint
nebacetin powder spray 150 ml,nebacetin,150ml,powder spray
nebasco 5 mg 30 tablets,nebasco,5mg,tablets
nebasco plus 5/12.5mg 10 tablets,nebasco plus,5/12.5mg,tablets
nebcin 20mg/2ml vial,nebcin,20mg/2ml,vial
nebcin 80mg/2ml inj.,nebcin,80mg/2ml,inj
nebicard 5mg 14 tab.,nebicard,5mg,tab
nebido 1000mg/4ml vial,nebido,1000mg/4ml,vial
nebilet 5mg 14 tab.,nebilet,5mg,tab
nebilet plus 5/12.5mg 14 tab.,nebilet plus,5/12.5mg,tab
nebilet plus 5/25mg 14 tab.,nebilet plus,5/25mg,tab
nebimoun 10 mg 10 tab,nebimoun,10mg,tab
nebimoun 10mg 10 f.c. tab.,nebimoun,10mg,tab
nebimoun 2.50mg 10 tab,nebimoun,2.50mg,tab
nebimoun 2.5mg 10 f.c. tab.,nebimoun,2.5mg,tab
nebimoun 5mg 10 f.c. tab.,nebimoun,5mg,tab
