original_name,drug_name,dose,form
cempion 10 sachets,cempion,0,sachets
cempion 14 sachets,cempion,0,sachets
cempion 14 sachets pineapple,cempion,0,sachets
cenchy calcium 20pieces,cenchy calcium,0,pieces
centalify 10 mg 10 tab.,centalify,10 mg,tab
centalify 15mg 10 tab.,centalify,15 mg,tab
centravita colin 100 ml syrup,centravita colin,100 ml,syrup
centravita ginko 20 caps,centravita ginko,0,caps
centravita methylfolate 30 caps,centravita methylfolate,0,caps
centravita osteop 30 tabs.,centravita osteop,0,tabs
centravita pea 20 tabs,centravita pea,0,tabs
centravita prost 30 tabs.,centravita prost,0,tabs
centravita trio omega 30 caps,centravita trio omega,0,caps
centravita vit d (govita) 60 gummies,centravita vit d,0,gummies
centravita vit d - ca (govita) 60 gummies,centravita vit d - ca,0,gummies
centro vit 24 pieces,centro vit,0,pieces
centronerve 14 f.c. tabs.,centronerve,0,tabs
centropax advance 20 tabs,centropax advance,0,tabs
centropax plus iron syrup 100 ml,centropax plus iron,100 ml,syrup
centropax syrup multivitamins 100 ml,centropax syrup multivitamins,100 ml,syrup
centrum a-z 30 tab,centrum a-z,0,tab
centrum advance 30 tablets (illegal import,centrum advance,0,tablets
centrum advance 30 tablets (illegal import),centrum advance,0,tablets
centrum complete from a to z 100 tab,centrum complete from a to z,0,tab
centrum forte 100 tab ( imported),centrum forte,0,tab
centrum from a to z 100 tab,centrum from a to z,0,tab
centrum from a to z 30 tab lutin,centrum from a to z,0,tab
centrum kids 60 tab,centrum kids,0,tab
centrum kids complete 180 tab,centrum kids complete,0,tab
centrum kids dora 60 tab,centrum kids dora,0,tab
centrum kids extra c 60 tab,centrum kids extra c,0,tab
centrum performance 150 tab,centrum performance,0,tab
centrum performance from a- z 75-15 tab,centrum performance from a- z,0,tab
centrum select 120 tab,centrum select,0,tab
centrum silver with lutein 100 tabs.,centrum silver with lutein,0,tabs
centrum silver with lutein 30 tabs.,centrum silver with lutein,0,tabs
centrum with lutein 100 tabs.,centrum with lutein,0,tabs
centrum with lutein 30 tabs.,centrum with lutein,0,tabs
century 2000 - 12 tab,century 2000,0,tab
century senior formula with lycopene 300 tab,century senior formula with lycopene,0,tab
cepacool mouth wash,cepacool,0,mouth wash
cephadrol 125 mg/5 ml susp. 60 ml,cephadrol,125 mg/5 ml,susp
cephadrol 250 mg/5 ml susp. 60 ml,cephadrol,250 mg/5 ml,susp
cephalexcid 250mg 12caps,cephalexcid,250 mg,caps
cephalexcid 500 mg 12 caps.,cephalexcid,500 mg,caps
cephalexin 250mg 12caps. b.p.2000,cephalexin,250 mg,caps
cephalexin 250mg/5ml susp. 60ml usp24,cephalexin,250 mg/5 ml,susp
cephalexin 500mg 10 caps.,cephalexin,500 mg,caps
cephalexin 500mg 12caps. b.p.2000,cephalexin,500 mg,caps
cepharin 1 gm vial,cepharin,1 gm,vial
