original_name,drug_name,dose,form
tobrex 0.3% eye oint. 3.5 gm,tobrex,0.3 %,ointment
tobrex 2x 0.3% eye drops 5 ml,tobrex,0.3 %,drops
tobrin 0.3% eye drops 5 ml,tobrin,0.3 %,drops
tobrin 0.3% eye.oint. 5 gm,tobrin,0.3 %,ointment
toco 1000mg 20 caps.,toco,1000 mg,capsules
toco 400mg 20 caps.,toco,400 mg,capsules
toco 500 30 cap,toco,500 mg,capsules
tofranil 10 mg 50 sugar c.tabs.(n/a),tofranil,10 mg,tablets
tofranil 25mg 50 sugar coated tab.,tofranil,25 mg,tablets
togamycin 2 gm 1 vial,togamycin,2 gm,vial
togothi 120 ml syrup,togothi,120 ml,syrup
tokbost 250 ml syrup,tokbost,250 ml,syrup
tola baby shampoo & body wash 250 ml,tola baby,250 ml,shampoo & body wash
tola hair lotion 120 ml,tola hair,120 ml,lotion
tola hair oil replacement 100 ml,tola hair,100 ml,oil replacement
tola hair shampoo 250 ml,tola hair,250 ml,shampoo
tolak hair lotion,tolak hair,0,lotion
tolana-joint 10 sachets,tolana-joint,0,sachets
tolatro ( omega3 ) 60 tab,tolatro ( omega3 ),0,tablets
tolavi 20 tabs,tolavi,0,tablets
tolectin 200mg 12 cap,tolectin,200 mg,capsules
tolectin 400mg 12 cap,tolectin,400 mg,capsules
toledo cream 40 gram,toledo,40 gram,cream
toleen antiseptic spray 80 ml,toleen antiseptic,80 ml,spray
toleriane dermo-cleanser fluid 200 ml,toleriane dermo-cleanser,200 ml,fluid
toleriane foaming gel 150 ml,toleriane foaming,150 ml,gel
toleriane ultra cream 40 ml,toleriane ultra,40 ml,cream
tolevo m.r. 4 mg 30 caps.,tolevo m.r.,4 mg,capsules
tolexine 100mg 10 cap,tolexine,100 mg,capsules
tolexine 100mg 5 cap,tolexine,100 mg,capsules
tolexine 50mg 14 cap,tolexine,50 mg,capsules
tolmet ds 400mg 12 caps,tolmet ds,400 mg,capsules
tolmetin 200mg 10caps.,tolmetin,200 mg,capsules
tolmetin 400mg 10caps.,tolmetin,400 mg,capsules
tolterodine 2 mg tab,tolterodine,2 mg,tablets
tolterodine 2mg 20 f.c.tab.,tolterodine,2 mg,tablets
tolterodine 2mg 30 f.c.tab.,tolterodine,2 mg,tablets
tolterodine 4mg 10 e.r. caps.,tolterodine,4 mg,capsules
tolvon 30mg 10 f.c.tab,tolvon,30 mg,tablets
tolyax hair lotion 180 ml,tolyax hair,180 ml,lotion
tolyax hair oil 120 ml,tolyax hair,120 ml,oil
tolyax hair serum 120 ml,tolyax hair,120 ml,serum
tolyax hair shampoo 180 ml,tolyax hair,180 ml,shampoo
tomazine 10mg 20 f.c. tabs.,tomazine,10 mg,tablets
tomazine 10mg 30 f.c. tabs.,tomazine,10 mg,tablets
tomazine 1mg/ml 60ml syrup,tomazine,1 mg/ml,syrup
tomed lactoferrin 200mg multivitamin,tomed lactoferrin multivitamin,200 mg,0
tomex 80 tablets,tomex,0,tablets
tomex gold 20 tablets,tomex gold,0,tablets
tomex plus 50 tablets,tomex plus,0,tablets
