original_name,drug_name,dose,form
sylialand 5 gm 10 sachets,sylialand,5 gm,sachets
sylina 5 gm 10 sachets,sylina,5 gm,sachets
syljc 10 sachets,syljc,0,sachets
sylovina 20 sachets,sylovina,0,sachets
sylphin body friming cream,sylphin body friming,0,cream
sylpid 20 capsules,sylpid,0,capsules
syltag 10 sachets,syltag,0,sachets
syltag 30 sachets,syltag,0,sachets
sylvester 1 - 20 caps,sylvester 1,0,caps
symbanox 25 gm gel,symbanox,25 gm,gel
symbian 5mg 30 tab.,symbian,5mg,tab
symbicort 160/4.5mcg/dose turbuhaler 120 doses,symbicort,160/4.5mcg/dose,turbuhaler
symbicort 160/4.5mcg/dose turbuhaler 60 doses,symbicort,160/4.5mcg/dose,turbuhaler
symbicort 320/9mcg turbuhaler 60 doses,symbicort,320/9mcg,turbuhaler
symbicort 80/4.5mcg/dose turbuhaler 60 doses,symbicort,80/4.5mcg/dose,turbuhaler
symmebact 120 ml lotion,symmebact,120 ml,lotion
symmebact 40gm cream,symmebact,40gm,cream
symmebact emollient 40 gm gel,symmebact emollient,40 gm,gel
symmebact-d 15 ml drops,symmebact-d,15 ml,drops
symmebact-d lozenges 20 tab,symmebact-d lozenges,0,tab
symmebact-ors 5 sachets,symmebact-ors,0,sachets
symmebact-vit 60 ml syrup,symmebact-vit,60 ml,syrup
symobal 10 sachets,symobal,0,sachets
sympaprost 8mg 30 caps.,sympaprost,8mg,caps
synacthen depot 1mg/ml amp. (n/a),synacthen depot,1mg/ml,amp
synagis 100mg/ml i.m. vial (net price),synagis,100mg/ml,vial
synapse co q10 60 tabs.,synapse co q10,0,tabs
synapse ivy 120ml syurp,synapse ivy,120ml,syurp
synapse q10 plus 60 f.c.tabs.,synapse q10 plus,0,tabs
synchrogit 10mg 20 tab.,synchrogit,10mg,tab
syndro-eze 16 capsules,syndro-eze,0,capsules
synerpen 1500mg i.v/i.m vial,synerpen,1500mg,vial
synerpen 250mg/5ml susp. 60ml,synerpen,250mg/5ml,susp
synerpen 375mg 12 tab.,synerpen,375mg,tab
synerpen 375mg i.v/i.m vial,synerpen,375mg,vial
synerpen 750mg i.v/i.m vial,synerpen,750mg,vial
synflorix prefilled syringe for i.m. inj. 0.5 ml,synflorix,0.5 ml,prefilled syringe
synjardy 12.5/1000 mg 60 f.c. tabs.,synjardy,12.5/1000 mg,tabs
synjardy 12.5/850 mg 60 f.c. tabs.,synjardy,12.5/850 mg,tabs
synjardy 5/1000 mg 60 f.c. tabs.,synjardy,5/1000 mg,tabs
synjardy 5/850 mg 60 f.c. tabs.,synjardy,5/850 mg,tabs
syno vitamin c 20 pieces,syno vitamin c,0,pieces
synobar skin cleanser 250 ml,synobar,250 ml,skin cleanser
synobar soap 100 gm,synobar,100 gm,soap
synobar spot gel 20 gm,synobar spot,20 gm,gel
synobar-b clarifying gel 100 ml,synobar-b clarifying,100 ml,gel
synobar-s soap 100 gm,synobar-s,100 gm,soap
synocrom 10mg/ml intra-articular 3 prefilled syringe,synocrom,10mg/ml,prefilled syringe
synocrom forte 40mg/2ml intra-articular 3 prefilled syringe,synocrom forte,40mg/2ml,prefilled syringe
synocrom forte one 80mg/4ml intra-articular prefilled syringe,synocrom forte one,80mg/4ml,prefilled syringe
