original_name,drug_name,dose,form
proctosedyl rectal oint. 15 gm,proctosedyl,15 gm,rectal oint.
procykinol 5 mg 100 tabs.,procykinol,5 mg,tabs.
procykinol 5 mg 50 tabs.,procykinol,5 mg,tabs.
profast cleanser 200ml,profast cleanser,200 ml,0
profenazone 20 caps.,profenazone,0,caps.
profenid 100 mg 6 supp.,profenid,100 mg,supp.
profenid 100mg/2ml 3 amp.,profenid,100 mg/2 ml,amp.
profenid 1mg/ml syrup 100 ml,profenid,1 mg/ml,syrup
profenid 2.5% top. gel 30 gm,profenid,2.5 %,top. gel
profenid 50mg 24 caps.,profenid,50 mg,caps.
profero 24 chew. tabs,profero,0,chew. tabs
profinal 200mg 20 tab.,profinal,200 mg,tab.
profinal 400mg 24 tab.,profinal,400 mg,tab.
profinal 600mg 20 tab.,profinal,600 mg,tab.
profinal paediatric 20mg/ml susp. 110ml,profinal paediatric,20 mg/ml,susp.
profinal paediatric 20mg/ml susp. 60ml,profinal paediatric,20 mg/ml,susp.
profusol 200 mg 10 s.g. caps.,profusol,200 mg,s.g. caps.
profusol 400mg 10 s.g caps.,profusol,400 mg,s.g caps.
profusol 400mg 20 s.g caps.,profusol,400 mg,s.g caps.
profusol 600mg 30 s.g. caps.,profusol,600 mg,s.g. caps.
progesing 100mg/2ml 10 i.m. amp,progesing,100 mg/2 ml,i.m. amp
progest 100mg 24 oral/vaginal caps.,progest,100 mg,oral/vaginal caps.
progest 200mg 30 oral/vaginal caps,progest,200 mg,oral/vaginal caps
progesterone 400mg rectal or vag. pessaries,progesterone,400 mg,rectal or vag. pessaries
progesterone kahira 50mg/ml 10 amp.,progesterone kahira,50 mg/ml,amp.
progesterone-ait 100mg/2ml 10 amp.,progesterone-ait,100 mg/2 ml,amp.
progoal 200 mg 10 sachet,progoal,200 mg,sachet
prograf 0.5mg 100 caps.,prograf,0.5 mg,caps.
prograf 1mg 100 caps.,prograf,1 mg,caps.
prograf 5 mg 100 caps.,prograf,5 mg,caps.
prohair 1 mg 30 tab.,prohair,1 mg,tab.
proleukin i.v. infusion,proleukin,0,i.v. infusion
proli 10 sachets,proli,0,sachets
prolia 60 mg 1 pref.syringe,prolia,60 mg,pref.syringe
prolica intimate feminine gel 200gm,prolica intimate feminine,200 gm,gel
prolica intimate feminine gel 5 gm * 4 sachets,prolica intimate feminine,5 gm,gel
prolica intimate feminine gel 75gm,prolica intimate feminine,75 gm,gel
prolol 10 mg 50 tab.,prolol,10 mg,tab.
prolol 40 mg 50 tab.,prolol,40 mg,tab.
prolutex 25 mg for s.c. injection 7 vials,prolutex,25 mg,injection
promacid 100mg 10 sugar c.tabs.,promacid,100 mg,sugar c.tabs.
promacid 25 mg 50 tab.,promacid,25 mg,tab.
promatic 5% top. gel 25 gm,promatic,5 %,top. gel
promatic 5% top. gel 40 gm,promatic,5 %,top. gel
promax plus 12 sachets 20 gm,promax plus,20 gm,sachets
prominexil 120 ml lotion,prominexil,120 ml,lotion
promira baby lotion 120 ml,promira baby,120 ml,lotion
promix hair spray 120 ml,promix hair,120 ml,spray
promix junior (chocolate & milk) powder 400 gm,promix junior (chocolate & milk),400 gm,powder
promixan 10 sachets 6 gm,promixan,6 gm,sachets
