original_name,drug_name,dose,form
bright liv 20 cap,bright liv,0,cap
brightness whiteninig gel 50 gm,brightness whiteninig,50 gm,gel
brilique 60 mg 56 f.c. tablet,brilique,60 mg,tablet
brilique 90mg 56 f.c. tabs,brilique,90mg,tabs
brilliant 100mg 8 f.c.tab,brilliant,100mg,tab
brilly oral spray 60ml,brilly,60ml,oral spray
brimillergy 0.025% eye drops 7.5 ml,brimillergy,0.025%,eye drops
brimocoma 0.2% eye drops 5 ml,brimocoma,0.2%,eye drops
brimoctoria gel 30 gm,brimoctoria,30 gm,gel
brimodrops eye drops 5 ml,brimodrops,0,eye drops
brimondalous 0.33% topical gel 30 gm,brimondalous,0.33%,topical gel
brimonidine 0.2% eye drops 5 ml,brimonidine,0.2%,eye drops
brimonocond 0.2 % eye dps. 5 ml,brimonocond,0.2 %,eye dps.
brimonocond plus eye drops 5 ml,brimonocond plus,0,eye drops
brimosalm eye drops 5 ml,brimosalm,0,eye drops
brinerdin 30 f.c.tab.,brinerdin,30 mg,tab.
bringo topical lotion 120ml,bringo,120ml,topical lotion
brinomega syrup 120 ml,brinomega,120 ml,syrup
brintellix 10 mg 14 f.c. tab.,brintellix,10 mg,tab.
brintellix 20mg 14 f.c. tab.,brintellix,20mg,tab.
briofem cream 60gm,briofem,60gm,cream
briofem vaginal foam 120ml,briofem,120ml,vaginal foam
bristaflam 1.5% cream 30 gm,bristaflam,1.5%,cream
bristaflam 100 mg 20 f.c.tabs.,bristaflam,100 mg,tabs.
bristaplex massage oint 50 gm,bristaplex,50 gm,massage oint
britalo cream 60 gm,britalo,60 gm,cream
britalo spf 50+ cream 60 gm,britalo spf 50 +,60 gm,cream
brivafutal 100 mg 30 f.c.tabs.,brivafutal,100 mg,tabs.
brivafutal 50 mg 30 f.c.tabs.,brivafutal,50 mg,tabs.
brixtears eye drops 10 ml,brixtears,0,eye drops
bro-zedex syrup 120ml,bro-zedex,120ml,syrup
broadasept 10% vag. douche 120 ml,broadasept,10%,vag. douche
broc 10 sachets,broc,0,sachets
brodrink 10 sachets,brodrink,0,sachets
broleaves syrup 120 ml,broleaves,120 ml,syrup
brolene 0.1% eye drops 10 ml (illegal import),brolene,0.1%,eye drops
bromagar oral drops 15 ml,bromagar,0,oral drops
bromazanil 6mg 10 tabs.,bromazanil,6mg,tabs.
bromed-d 100 i.u./drop oral drops 15 ml,bromed-d,100 i.u./drop,oral drops
bromhexine 4mg/5ml syrup 120ml,bromhexine,4mg/5ml,syrup
bromhexine 8mg 20 tab.,bromhexine,8mg,tab.
bromocriptine 2.5 mg 30 tab,bromocriptine,2.5 mg,tab
bromoflam 0.09% eye drops 5 ml,bromoflam,0.09%,eye drops
bromotemia 2.5mg 15 vag. supp.,bromotemia,2.5mg,vag. supp.
bromurex 2mg/ml 5 amp.,bromurex,2mg/ml,amp.
bromydrin syrup 60 ml,bromydrin,60 ml,syrup
broncal 4mg s.r. 20 caps.,broncal,4mg,caps.
broncal 8mg s.r.20 caps.,broncal,8mg,caps.
broncandes syrup 100 ml,broncandes,100 ml,syrup
broncare syrup 120 ml,broncare,120 ml,syrup
