original_name,drug_name,dose,form
yutopar 10mg/ml amp.,Yutopar,10mg/ml,amp
z light whitening cream 40 gm,Z light whitening cream,40gm,whitening cream
z-gest 20 caps,Z-gest,20mg,caps
zacaglone 75mg/3ml 3 amp. for i.m. injection,Zacaglone,75mg/3ml,amp
zaclo 100mg 10 tab.,Zaclo,100mg,tab
zaclo 100mg 10tab,Zaclo,100mg,tab
zaclo 25 mg 10 tab.,Zaclo,25mg,tab
zactaject 1 gm i.v./s.c./inf. vial,Zactaject,1gm,vial
zadaxin 1.6 mg 2 vial,Zadaxin,1.6mg,vial
zadema gel 20 gm,Zadema gel,20gm,gel
zaditen 0.025% eye drops 5 ml,Zaditen,0.025%,eye drops
zaditen 1mg 30 tab,Zaditen,1mg,tab
zaditen 1mg/5ml 100ml syrup.,Zaditen,1mg/5ml,syrup
zadmicin 0.1% topical oint 20 gm,Zadmicin,0.1%,topical oint
zadoglobin 20 caps,Zadoglobin,20mg,caps
zadojoint 30 tabs.,Zadojoint,30mg,tabs
zadsilla gargle 60 ml,Zadsilla,60ml,gargle
zaffo massage gel 75 gm,Zaffo massage gel,75gm,massage gel
zaficefta 2/0.5 gm conc. i.v. inf. vial,Zaficefta,2/0.5gm,vial
zahaslim 30 caps.,Zahaslim,30mg,caps
zakan 2% cream 15 gm,Zakan,2%,cream
zakan 2gm/100ml shampoo 60 ml,Zakan,2gm/100ml,shampoo
zakio 120 ml syrup,Zakio,120ml,syrup
zalastin 100mg/100ml nasal spray 15 ml,Zalastin,100mg/100ml,nasal spray
zalastin 15ml nasal spray,Zalastin,15ml,nasal spray
zaldiar 10 f.c. tabs.,Zaldiar,10mg,tabs
zalhinapex 2mg/ml syrup 100 ml,Zalhinapex,2mg/ml,syrup
zalipritz 500mg vial i.v. inf.,Zalipritz,500mg,vial
zalizo 10 sachets,Zalizo,10mg,sachets
zalkevor 5mg 10 f.c. tab.,Zalkevor,5mg,tab
zallanz 15mg 30 delayed rel. caps.,Zallanz,15mg,delayed rel. caps
zallanz 30 mg  20 delayed rel. caps.,Zallanz,30mg,delayed rel. caps
zallanz 30 mg 30 delayed rel. capsules,Zallanz,30mg,delayed rel. capsules
zalosed 10mg 10 caps.,Zalosed,10mg,caps
zaltrap 25mg/ml conc. vial for inf. 4 ml,Zaltrap,25mg/ml,vial
zaltrap 25mg/ml conc. vial for inf. 8 ml,Zaltrap,25mg/ml,vial
zamcillus probiotic drops 10 ml ,Zamcillus,10ml,probiotic drops
zamis 20 tabs,Zamis,20mg,tabs
zamis 30 tabs,Zamis,30mg,tabs
zamlyte ( ors) syrup 360 ml,Zamlyte (ors),360ml,syrup
zandros 20 caps,Zandros,20mg,caps
zanoglide 2/30 mg 30 tab,Zanoglide,2/30mg,tab
zanoglide 4/30 mg 30 tab,Zanoglide,4/30mg,tab
zanoxa hair cream 60 gm,Zanoxa hair cream,60gm,hair cream
zantopar nasal spray 50 ml,Zantopar,50ml,nasal spray
zantrex-3 weight loss 112 cap,Zantrex-3 weight loss,112mg,cap
zapimert 30mg 30 f.c. tabs.,Zapimert,30mg,tabs
zapritens 1mg 10 f.c. tab.,Zapritens,1mg,tab
zapritens 2.5mg 10 f.c. tabs.,Zapritens,2.5mg,tabs
zapritens 5mg 10 f.c. tabs.,Zapritens,5mg,tabs
