original_name,drug_name,dose,form
salcodin 5ml 1% eye drop,salcodin,1%,eye drop
salcozadex oral gel 15 gm,salcozadex,15 gm,oral gel
salestone 0.5mg 10 tab.,salestone,0.5mg,tab
salethan 12% cream 30 gm,salethan,12%,cream
salevo 5mg tablets,salevo,5mg,tablets
salex 20 mg/2 ml 5 amp.,salex,20 mg/2 ml,amp
salex 40 mg 20 tab,salex,40 mg,tab
salex gel 50 gm,salex,50 gm,gel
salfoverose 20mg/5ml syrup 120ml,salfoverose,20mg/5ml,syrup
salgy massage cream 50 gm,salgy massage,50 gm,cream
sali c lozenges,sali c,0,lozenges
sali-decoderm 20gm oint,sali-decoderm,20gm,oint
salibet oint. 30 gm,salibet,30 gm,oint
salicortiderm oint. 15 gm,salicortiderm,15 gm,oint
salicortiderm oint. 30 gm,salicortiderm,30 gm,oint
salicylic acid collodion 12% paint b.p.2001,salicylic acid,12%,collodion paint
salicylic acid soap (weiser) 45 gm,salicylic acid,45 gm,soap
saligesic gel 30 gm,saligesic,30 gm,gel
saligesic gel. 30 gm,saligesic,30 gm,gel
salikita facial 50gm gel,salikita facial,50gm,gel
salikita facial gel 50 gm,salikita facial,50 gm,gel
saline 7.4mg/ml nasal drops 15 ml,saline,7.4mg/ml,nasal drops
saline rinsing sol 250 ml محلول للعدسات,saline rinsing,250 ml,solution
saline sodium chloride 2.7% 500 ml p.infusion,saline sodium chloride,2.7%,infusion
salinex 0.9% nasal drops 20 ml,salinex,0.9%,nasal drops
salino prof spray,salino prof,0,spray
salinol 0.9% nasal gel 30 gm,salinol,0.9%,nasal gel
salioct paint 10 ml,salioct,10 ml,paint
salitopic gel 75 ml,salitopic,75 ml,gel
salitroxib 60 mg 20 f.c. tabs,salitroxib,60 mg,tabs
salitroxib 90 mg 20 f.c. tabs,salitroxib,90 mg,tabs
saliver gel 40 gm,saliver,40 gm,gel
salivex-l paint 10 ml,salivex-l,10 ml,paint
salix 200mg 10 tab,salix,200mg,tab
salks zinc & vitamin c 20 tab,salks zinc & vitamin c,0,tab
salmeterol 5 mg 200 dose inhaler,salmeterol,5 mg,inhaler
salmetocort 100/50mcg 60 pd. inh. caps.+ inh. device,salmetocort,100/50mcg,inh. caps
salmetocort 250/50mcg 60 pd. inh. caps.+ inh. device,salmetocort,250/50mcg,inh. caps
salmocalcin 1 amp,salmocalcin,0,amp
salmocalcin 100i.u./ml amp.,salmocalcin,100i.u./ml,amp
salmocalcin 50 i.u./ml amp.,salmocalcin,50 i.u./ml,amp
salofalk 500mg 20 tab,salofalk,500mg,tab
salomide 0.5gm- 10tab,salomide,0.5gm,tab
salonpas-hot patch,salonpas-hot,0,patch
saltylite oral rehydration solution 220ml,saltylite oral rehydration,220ml,solution
saluretic 10 tab.,saluretic,0,tab
salusca 120 ml syr,salusca,120 ml,syrup
salutrex 75 gm cream,salutrex,75 gm,cream
salutrex cream 75 gm,salutrex,75 gm,cream
salva fem vaginal doush 120 ml,salva fem vaginal,120 ml,doush
