original_name,drug_name,dose,form
atrakta aqua cream 100 ml,atrakta aqua cream,100 ml,cream
atrakta aqua facial cleanser 200 ml,atrakta aqua facial cleanser,200 ml,cleanser
atrakta aqua lip balm 10 gm,atrakta aqua lip balm,10 gm,balm
atrakta atocare cream 200 gm,atrakta atocare cream,200 gm,cream
atrakta bi-phase hair spray 200 ml,atrakta bi-phase hair spray,200 ml,spray
atrakta dandr-off hair mask 100 gm,atrakta dandr-off hair mask,100 gm,mask
atrakta dandr-off hair shampoo 250 ml,atrakta dandr-off hair shampoo,250 ml,shampoo
atrakta delicate hair shampoo 200 ml,atrakta delicate hair shampoo,200 ml,shampoo
atrakta delicate hair shampoo 400 ml,atrakta delicate hair shampoo,400 ml,shampoo
atrakta post epilation emollient cream 100 ml,atrakta post epilation emollient cream,100 ml,cream
atrakta re/force hair 12 ampoules 5 ml,atrakta re/force hair,5 ml,ampoules
atrakta re/force hair serum 200 ml,atrakta re/force hair serum,200 ml,serum
atrakta re/force hair shampoo 250 ml,atrakta re/force hair shampoo,250 ml,shampoo
atropine 1% eye drops 10 ml,atropine,1%,eye drops
atropine sulfate 1mg/ml 100 i.v./i.m. amp. (el-nile),atropine sulfate,1mg/ml,amp.
atropine sulphate 0.1% 6 amp. (memphis),atropine sulphate,0.1%,amp.
atropine sulphate 1mg/ml 100 amp. (cid),atropine sulphate,1mg/ml,amp.
atropine sulphate 1mg/ml 25 amp.,atropine sulphate,1mg/ml,amp.
atropisol 1% drops,atropisol,1%,drops
atroplex 300 mg 20 tab,atroplex,300 mg,tab
atrosmen mouth wash 250 ml,atrosmen mouth wash,250 ml,mouth wash
atrostat 80 mg f.c. 10tab,atrostat,80 mg,tab
atrovent 250mcg/2ml 20 unit dose vial,atrovent,250mcg/2ml,vial
atrovent 500mcg/2ml 20 unit dose vial.,atrovent,500mcg/2ml,vial
atrovent comb hfa 20/50 mcg 200 metered dose inhaler,atrovent comb hfa,20/50 mcg,metered dose inhaler
atrozemb 10/10mg 30 f.c. tab.,atrozemb,10/10mg,tab
atrozemb 20/10mg 30 f.c. tab,atrozemb,20/10mg,tab
atrozemb 40/10mg 30 f.c. tab.,atrozemb,40/10mg,tab
atrozemb 80/10mg 30 f.c. tab.,atrozemb,80/10mg,tab
atshi 10 f.c. tabs.,atshi,0,tabs.
attensera 18 mg 30 caps.,attensera,18 mg,caps.
attensera 25 mg 30 caps.,attensera,25 mg,caps.
attensera 40 mg 30 caps.,attensera,40 mg,caps.
attivo hair oil serum 120 ml,attivo hair oil serum,120 ml,serum
attivo shampoo 250 ml,attivo shampoo,250 ml,shampoo
attivo whitening cream 50 gm,attivo whitening cream,50 gm,cream
attoveloce 50 gm ointment,attoveloce,50 gm,ointment
attractive hair cream 50 gm,attractive hair cream,50 gm,cream
aubagio 14 mg 28 tab,aubagio,14 mg,tab
audax ear drops 10 ml,audax,10 ml,ear drops
audiclean ear cleansing wash spray 60ml,audiclean ear cleansing wash,60 ml,spray
aufhellen lightening cream 50 gm,aufhellen lightening cream,50 gm,cream
aug-derma brucare cream 30 gm,aug-derma brucare cream,30 gm,cream
aug-derma silicon gel 15 gm,aug-derma silicon gel,15 gm,gel
aug-derma urea complete repair cream 100 gm,aug-derma urea complete repair cream,100 gm,cream
aug-derma vaseline cream 100 gm,aug-derma vaseline cream,100 gm,cream
aug-derma vaseline cream 60 gm,aug-derma vaseline cream,60 gm,cream
aug-derma whitening cream 60 gm,aug-derma whitening cream,60 gm,cream
augicetamide 1000 mg 10 sachets,augicetamide,1000 mg,sachets
augicetamide 1000 mg 20 sachets,augicetamide,1000 mg,sachets
