original_name,drug_name,dose,form
brufen 600mg 10 eff. gr. in sachets,brufen,600mg,eff. gr. in sachets
brufen 600mg 20 eff. gr. in sachets,brufen,600mg,eff. gr. in sachets
brufen 600mg 30 tab,brufen,600mg,tab
brufen cold 20 f.c. tabs.,brufen cold,0,tabs.
brufen flu 10 f.c. tabs.,brufen flu,0,tabs.
brufen flu 20 f.c. tabs.,brufen flu,0,tabs.
brufen flu 60ml susp,brufen flu,60ml,susp
brufen retard 800 mg 20 modified r. f.c.tabs.,brufen retard,800mg,modified r. tabs.
brukinsa 80 mg 120 caps.,brukinsa,80mg,caps.
brun 50g cream,brun,50g,cream
brun cream 30 gm,brun,30gm,cream
bucain ( marcaine ) 0.5% vial 20 ml,bucain ( marcaine ),0.5%,vial
buccazole 2% oral gel 20 gm,buccazole,2%,oral gel
buccazole 20g oral gel,buccazole,20g,oral gel
budecort 200mcg/dose inhaler,budecort,200mcg/dose,inhaler
budecort 400 dp 30 caps+inhaler,budecort,400mg,dp caps+inhaler
budelizer 1mg/2ml 20 susp. amp. for inh.,budelizer,1mg/2ml,susp. amp.
budelizer 400mcg 60 inh. caps. +inhaler device,budelizer,400mcg,inh. caps. +inhaler device
budexan 0.5 mg/2ml 20 susp. amp. for inh,budexan,0.5mg/2ml,susp. amp.
budexan 1 mg/2ml 20 susp. amp. for inh,budexan,1mg/2ml,susp. amp.
buffered c cap,buffered c,0,cap
bufferin 10 coated tab,bufferin,0,coated tab
bumexazole 0.5% vial 100 ml,bumexazole,0.5%,vial
buminate 20% albumin usp solution for i.v. infusion,buminate albumin usp,20%,solution
bupivacaine mylan 20mg/4ml amp.,bupivacaine mylan,20mg/4ml,amp.
burdock 350 mg 50 cap,burdock,350mg,cap
burinex 1 mg 20 tab.,burinex,1mg,tab.
burnasores 0.25% oint. 15 gm,burnasores,0.25%,oint.
burnasores 0.25% oint. 30 gm,burnasores,0.25%,oint.
burnaway 10mg 30 enteric coated tabs.,burnaway,10mg,enteric coated tabs.
burnazin 1% top. cream 20 gm,burnazin,1%,top. cream
burnion gel 50 gm,burnion,50gm,gel
burnoderm h 15 gm cream,burnoderm h,15gm,cream
buscamol 20 f.c.tab.,buscamol,0,tab.
buscamol 5 supp.(n/a),buscamol,0,supp.
buscamol compositum 3 amp,buscamol compositum,0,amp
buscopan 10 mg 20 sugar c.tabs.,buscopan,10mg,sugar c.tabs.
buscopan 10mg 10 supp.,buscopan,10mg,supp.
buscopan 20mg/ml 6 amp.,buscopan,20mg/ml,amp.
buscopan compositum 20 sugar c. tab.,buscopan compositum,0,sugar c. tab.
buscopan compositum 3 amp.,buscopan compositum,0,amp.
buscopan plus 20 f.c.tab.,buscopan plus,0,tab.
buscopan plus 5 adult supp.,buscopan plus,0,adult supp.
buspalex 15mg 24 tabs.,buspalex,15mg,tabs.
buspar 10mg 20 tab.,buspar,10mg,tab.
buspar 15mg 10 dividose tabs.,buspar,15mg,dividose tabs.
butacid 10mg 20 tab,butacid,10mg,tab
butacid 10mg 6supp,butacid,10mg,supp
butacid 20mg/ml 6 i.m./i.v. amp.,butacid,20mg/ml,i.m./i.v. amp.
butaconazole 2% vaginal cream,butaconazole,2%,vaginal cream
