original_name,drug_name,dose,form
niplo 30 gm cream,niplo,30 gm,cream
niplo cream 30gm,niplo,30gm,cream
niprid duplex 50 mg- 5 amp,niprid duplex,50 mg,amp
nipruss 60mg 5 amp.,nipruss,60mg,amp
nirakuat 600 mg 20 film coated tablets,nirakuat,600 mg,film coated tablets
niramar feminine intimate wash 120 ml,niramar feminine intimate,0,wash
nirena intimate feminine wash 250ml,nirena intimate feminine,0,wash
niri mouth wash,niri,0,mouth wash
nisaprofen 25 mg 30 f.c.tab.,nisaprofen,25 mg,f.c.tab.
nissins hair mask 200 ml,nissins hair,0,mask
nit clean 100mg/5ml pd. for oral susp. 60 ml,nit clean,100mg/5ml,oral susp.
nit clean 500mg 12 f.c. tabs.,nit clean,500mg,f.c. tabs.
nit clean 500mg 5*6 f.c. tabs.,nit clean,500mg,f.c. tabs.
nitazode 100mg/5ml 60ml susp.,nitazode,100mg/5ml,susp.
nitazode 500mg 18 f.c. tabs.,nitazode,500mg,f.c. tabs.
nitazoxin 100mg/5ml pd. for oral susp. 60ml,nitazoxin,100mg/5ml,oral susp.
nitolic head lice treatment system 50 ml,nitolic head lice treatment system,0,0
nitolic prevent plus head lice solution 50 ml,nitolic prevent plus head lice,0,solution
nitora 30 tabs.,nitora,0,tabs.
nitrastron 2gm gr. in 7 sachets,nitrastron,2gm,sachets
nitriate 50mg vial,nitriate,50mg,vial
nitro glycerine 50 mg amp,nitro glycerine,50 mg,amp
nitro vit plus powder 10 sachets 20 gm,nitro vit plus,20 gm,powder
nitrocare 2.5mg 10s.r.caps.,nitrocare,2.5mg,s.r.caps.
nitrocare 2.5mg 30 s.r.caps.,nitrocare,2.5mg,s.r.caps.
nitrocare 6.5mg 30 s.r.caps.,nitrocare,6.5mg,s.r.caps.
nitrocare 9mg 30 s.r.caps.,nitrocare,9mg,s.r.caps.
nitrocare sr 6.5 mg 30 cap,nitrocare sr,6.5 mg,cap
nitrocare sr 9 mg 30cap,nitrocare sr,9 mg,cap
nitrocine 10 mg- 10 patches,nitrocine,10 mg,patches
nitrocine 5mg 10 patches,nitrocine,5mg,patches
nitroderm tts 10mg 7 patches,nitroderm tts,10mg,patches
nitroderm tts 5 mg 7 patches,nitroderm tts,5 mg,patches
nitrofurinal 200mg 12 caps.,nitrofurinal,200mg,caps.
nitrofurinal 220mg/5ml 60ml susp.,nitrofurinal,220mg/5ml,susp.
nitroguard 10 -oint,nitroguard,10mg,oint
nitroject 50 mg 10 ml- vials,nitroject,50 mg,vials
nitrolingual 0.4mg/dose oral spray,nitrolingual,0.4mg/dose,oral spray
nitromak retard 2.5mg 60 caps,nitromak retard,2.5mg,caps
nitromak retard 5mg 30 caps.,nitromak retard,5mg,caps.
nitronal 1mg/ml vial 50 ml (hospitals price),nitronal,1mg/ml,vial
nitrong tts 10 mg/ 24 hr 7 patches,nitrong tts,10 mg/ 24 hr,patches
nitrong tts 5 mg / 24 hr 7 patches,nitrong tts,5 mg / 24 hr,patches
nitroprinz 1mg/ml vial 50 ml,nitroprinz,1mg/ml,vial
nitrostat iv 8mg- amp,nitrostat iv,8mg,amp
nitrotard 2.5mg 60 caps.,nitrotard,2.5mg,caps.
nivestim 120 mcg/0.2ml 5 prefilled syringe,nivestim,120 mcg/0.2ml,prefilled syringe
nivestim 300 mcg/0.5ml 5 prefilled syringe,nivestim,300 mcg/0.5ml,prefilled syringe
nivestim 480 mcg/0.5ml 5 prefilled syringe,nivestim,480 mcg/0.5ml,prefilled syringe
nixeleco 10 sachets,nixeleco,0,sachets
