original_name,drug_name,dose,form
formamy stretch marks cream 200 gm,formamy stretch marks,200 gm,cream
formicee 500mg s.r. 30 capsules,formicee,500mg,s.r. capsules
formicee forte 1000mg 30 tabs,formicee forte,1000mg,tabs
formicee forte 1000mg 60 tabs,formicee forte,1000mg,tabs
formigliptin 5mg 30 tablets,formigliptin,5mg,tablets
forminodab xr 10 mg/1000 mg 30 ext. rel. f.c.tabs.,forminodab xr,10 mg/1000 mg,ext. rel. tabs.
forminodab xr 5 mg/1000 mg 30 ext. rel. f.c.tabs.,forminodab xr,5 mg/1000 mg,ext. rel. tabs.
formohale 12 mcg 30 caps. for inh.+inhaler,formohale,12 mcg,caps.
forpe 20 tabs,forpe,0,tabs
forpregab 75 mg 30 caps.,forpregab,75 mg,caps.
forsure hair conditioning lotion 200 ml,forsure hair conditioning,200 ml,lotion
fortada 20 mg 4 f.c. tabs.,fortada,20 mg,tabs.
fortalgin 10mg 10 tab,fortalgin,10mg,tab
fortamind 1000mg/4ml 5 amp for iv/im inj,fortamind,1000mg/4ml,amp
fortamind 100mg/ml oral drops 30 ml,fortamind,100mg/ml,oral drops
fortamind 500mg/4ml 5 amp for iv/im inj,fortamind,500mg/4ml,amp
fortatec 10 gm 10 sachets,fortatec,10 gm,sachets
fortatec children 10 gm 10 sachets,fortatec children,10 gm,sachets
fortazedim 1 gm vial,fortazedim,1 gm,vial
fortazedim 250 mg vial,fortazedim,250 mg,vial
fortazedim 500 mg vial,fortazedim,500 mg,vial
fortazin cream,fortazin,0,cream
forte seas 20 capsules,forte seas,0,capsules
fortecef 1gm 10 tab.,fortecef,1gm,tab.
fortecortin 8mg/2ml 3 amp. for i.v./i.m. inj.,fortecortin,8mg/2ml,amp.
fortenor 20 tabs.,fortenor,0,tabs.
forteo (20mcg/80mcl) pre-filled pen 2.4 ml,forteo,20mcg/80mcl,pre-filled pen
fortibiotic 1500 mg i.m./i.v. vial,fortibiotic,1500 mg,vial
fortibone 10 sachets,fortibone,0,sachets
forticare (cappuccino flavor) susp. 125 ml,forticare (cappuccino flavor),125 ml,susp.
fortiferrum 14 sachets,fortiferrum,0,sachets
fortir 30 tabs.,fortir,0,tabs.
fortisip compact protein susp. 125 ml,fortisip compact protein,125 ml,susp.
fortrans 4 sachets,fortrans,0,sachets
fortre 10 sachets,fortre,0,sachets
fortrustep 30 mg 6 f.c. tabs.,fortrustep,30 mg,tabs.
fortrustep 60 mg 6 f.c. tabs.,fortrustep,60 mg,tabs.
fortum 1 gm vial.,fortum,1 gm,vial.
fortum 250 mg vial,fortum,250 mg,vial
fortum 500mg vial.,fortum,500mg,vial.
fortymox 0.5% eye drops 10 ml,fortymox,0.5%,eye drops
fortymox plus ophthalmic sol. 5 ml,fortymox plus,5 ml,ophthalmic sol.
fortzaar 100/25mg 8 tab.,fortzaar,100/25mg,tab.
forxiga 10mg 28 tabs.,forxiga,10mg,tabs.
forxiga 5mg 28 tabs.,forxiga,5mg,tabs.
fosamax once weekly 70mg 2 tab.,fosamax,70mg,tab.
fosavance once weekly 2 tab.,fosavance,0,tab.
fosforon 3gm 1 sachet,fosforon,3gm,sachet
foster 100/6mcg 120 doses inhaler,foster,100/6mcg,inhaler
fostimon 150 i.u. i.m./s.c. vial,fostimon,150 i.u.,vial
