original_name,drug_name,dose,form
erroti 10 pills,erroti,0,pills
erroti 14 pills,erroti,0,pills
ertapenem-pbi 1 gm pd. for i.v. inf. or i.m. inj.,ertapenem-pbi,1 gm,pd.
ertha iron 20 pieces,ertha iron,0,pieces
ertho-ject 100mg 10 sachets,ertho-ject,100mg,sachets
ervodal tablets 30 tablets,ervodal,0,tablets
eryped 400mg susp 60ml,eryped,400mg,susp
erypoietin 2000 iu 1 ml-vial,erypoietin,2000 iu,vial
erypoietin 4000 i.u 1 vial 1 ml,erypoietin,4000 i.u,vial
erypoietin vial sc/iv 3000 iu,erypoietin,3000 iu,vial
erypoietin vial sc/iv(1000 iu),erypoietin,1000 iu,vial
erytherin 125mg 5 supp,erytherin,125mg,supp
erythrocid 200 mg/5ml susp. 60ml,erythrocid,200 mg/5ml,susp.
erythrocin 200 mg/5ml susp. 60ml,erythrocin,200 mg/5ml,susp.
erythrocin 250 mg tab,erythrocin,250 mg,tab
erythrocin 500 mg 12 tabs.,erythrocin,500 mg,tabs.
erythrofoline 20 cap,erythrofoline,0,cap
erythromycin 500 mg 12 entric c. tabs.,erythromycin,500 mg,entric c. tabs.
erythromycin pharco 200mg/5ml susp. 60ml,erythromycin pharco,200mg/5ml,susp.
erythromycin stearate 250mg 10 f.c. tabs.,erythromycin stearate,250mg,tabs.
erythromycin stearate 500 mg 8 f.c. tab.,erythromycin stearate,500 mg,tab.
erythroprim 20 f.c. tab.,erythroprim,0,tab.
erythroprim dry susp. 80ml,erythroprim,0,dry susp.
erythroriv 200mg/5ml susp. 100ml,erythroriv,200mg/5ml,susp.
erytin gel 20 gm,erytin,20 gm,gel
erytin gel 25 gm,erytin,25 gm,gel
esapro powder,esapro,0,powder
esbriet 267 mg 270 capsules,esbriet,267 mg,capsules
escanor vit 20 tabs,escanor vit,0,tabs
escinogel topical gel 40 gm,escinogel topical,40 gm,gel
escita 10 mg 14 f.c.tabs.,escita,10 mg,tabs.
escitaloborg 20 mg 10 tabs.,escitaloborg,20 mg,tabs.
escitaloborg 5 mg 10 tablets,escitaloborg,5 mg,tablets
escitapram 20 mg 10f.c.tabs.,escitapram,20 mg,tabs.
escitapram 20 mg 20 f.c.tabs.,escitapram,20 mg,tabs.
esctikana 10 mg 14 f.c.tabs.,esctikana,10 mg,tabs.
esctikana 10 mg 28 f.c.tabs.,esctikana,10 mg,tabs.
eselinate 250mg 20 tab.,eselinate,250mg,tab.
eselinate 250mg/2ml 2 amp.,eselinate,250mg/2ml,amp.
esino gel 40 gm,esino,40 gm,gel
eskaderm 15 gm cream,eskaderm,15 gm,cream
eskornade 12 caps,eskornade,0,caps
eslicarba 400 mg 20 tabs.,eslicarba,400 mg,tabs.
eslizepine 400 mg 20 tabs.,eslizepine,400 mg,tabs.
eslizepine 800mg 20 scored tabs.,eslizepine,800mg,scored tabs.
esmaglop,esmaglop,0,0
esmatac 20 mg 14 d.r. caps,esmatac,20 mg,d.r. caps
esmatac 20 mg 7 d.r. caps. (n/a),esmatac,20 mg,d.r. caps.
esmatac 40 mg 14 d.r. caps. (n/a),esmatac,40 mg,d.r. caps.
esmatac 40 mg 28 d.r. caps.,esmatac,40 mg,d.r. caps.
