original_name,drug_name,dose,form
solpadeine 24 cap,solpadeine,0,cap
solpadeine soluble 24 tab,solpadeine soluble,0,tab
solpadol 2.5mg 6 oro-dispersible tablets,solpadol,2.5mg,oro-dispersible tablets
solpadol 5mg 6 oro-dispersible tablets,solpadol,5mg,oro-dispersible tablets
solprin 10 sachet,solprin,0,sachet
solu-cortef 100mg/2ml vial,solu cortef,100mg/2ml,vial
solu-medrol 1gm i.m./i.v. vial,solu medrol,1gm,i.m./i.v. vial
solu-medrol 500mg vial,solu medrol,500mg,vial
solumart hair protein mask for dry and damaged hair 300 ml,solumart hair protein,300ml,mask
solumart hair protein mask for hair growth and thickness 300 ml,solumart hair protein,300ml,mask
solumart protein serum 120 ml,solumart protein serum,120ml,0
solumart protein serum 60 ml,solumart protein serum,60ml,0
solupen 1000 000 iu vial,solupen,1000000iu,vial
solupred oro 20mg 20 orodispersible tabs.,solupred oro,20mg,orodispersible tabs
solupred oro 5mg 30 orodispersible tab.,solupred oro,5mg,orodispersible tab
soluvit n i.v. infusion 10 vial,soluvit n i.v. infusion,0,vial
soluwax ear drops 10 ml,soluwax,10ml,ear drops
solvadine mouth freshener solution spray 40 ml,solvadine mouth freshener,40ml,solution spray
solvadol adults throat spray 30 ml,solvadol,30ml,throat spray
solvadol kids throat spray 20 ml,solvadol,20ml,throat spray
solvaure 12 eff. sachet,solvaure,0,eff sachet
solvazinc 50 mg 30 caps.,solvazinc,50mg,caps
solvent for antibiotics- 5 ml amp,solvent for antibiotics,5ml,amp
solvent for antibiotics-2 ml amp,solvent for antibiotics,2ml,amp
solvetra 20mg 4 f.c. tabs.,solvetra,20mg,tabs
solvex 250mg/5ml syrup 120ml,solvex,250mg/5ml,syrup
solvex 375mg 20 caps.,solvex,375mg,caps
solvia topical lotion 120 ml,solvia topical,120ml,lotion
solvimyst 100mg/5ml syrup 120ml,solvimyst,100mg/5ml,syrup
solvin 2mg/ml oral drops 15 ml,solvin,2mg/ml,oral drops
solvin 8 mg 20 tab.,solvin,8mg,tab
solvin 80mg/100ml syrup 120ml,solvin,80mg/100ml,syrup
solvin n 4mg/5ml syrup 60ml,solvin n,4mg/5ml,syrup
solvinal 10 sachets eff,solvinal,0,sachets eff
solvolytic 8mg/5ml syrup 115ml,solvolytic,8mg/5ml,syrup
soly well oral drops 30ml,soly well,30ml,oral drops
somadril compound 20 tab,somadril compound,0,tab
somassage te cream 50 gram,somassage te,50gram,cream
somatostatin lyomark 3 mg 1 amp,somatostatin lyomark,3mg,amp
somatostatin lyomark 3mg/3ml amp.,somatostatin lyomark,3mg/3ml,amp
somatropin 4 i.u./ vial,somatropin,4iu,vial
somazina 100mg/ml oral drops 2*10 ml(n/a),somazina,100mg/ml,oral drops
somazina 100mg/ml oral drops 30 ml,somazina,100mg/ml,oral drops
somazina 500mg/4ml 5 amp for iv/im inj.,somazina,500mg/4ml,amp
somazinasupra 500 mg 30 cap,somazinasupra,500mg,cap
sominal 60mg 10 tab.,sominal,60mg,tab
sominaletta 15mg 60 tabs.,sominaletta,15mg,tabs
sominaletta 15mg/5ml elixir 120 ml,sominaletta,15mg/5ml,elixir
sominaletta 40mg/ml 10 i.m.amp.,sominaletta,40mg/ml,i.m.amp
sominaletta 60mg 10 tab.,sominaletta,60mg,tab
