original_name,drug_name,dose,form
derma white facial wash 200 ml,derma white facial,200ml,wash
derma- clinic cream,derma- clinic,0,cream
derma-clinic anti wrinkles cream 30 gm,derma-clinic anti wrinkles,30gm,cream
derma-clinic foot scrub cream 50 gm,derma-clinic foot scrub,50gm,cream
derma-clinic hand cream ,derma-clinic hand,0,cream
derma-clinic moisturizing cream 50 gm,derma-clinic moisturizing,50gm,cream
derma-clinic rimy stretch mark cream 100 gm,derma-clinic rimy stretch mark,100gm,cream
derma-clinic sebo-pure gel 50 gm,derma-clinic sebo-pure,50gm,gel
derma-clinic whitening cream 30 gm,derma-clinic whitening,30gm,cream
dermabiotic 10g topical powder,dermabiotic,10g,powder
dermabiotic 6g topical powder,dermabiotic,6g,powder
dermabiotic oint. 20 gm,dermabiotic,20gm,ointment
dermac cream 50 g,dermac,50g,cream
dermacid soap 80 gm,dermacid,80gm,soap
dermaclean hand sanitizer gel 100 ml,dermaclean hand sanitizer,100ml,gel
dermacure topical oint. 15 gm,dermacure,15gm,ointment
dermacyclic 6% topical lotion 100ml,dermacyclic 6%,100ml,lotion
dermacyclic 6% topical lotion 30ml,dermacyclic 6%,30ml,lotion
dermacyclic 6% topical lotion 60ml,dermacyclic 6%,60ml,lotion
dermado panthenol cream 50 gm,dermado panthenol,50gm,cream
dermaflutisone 0.05% topical cream 30 gm,dermaflutisone 0.05%,30gm,cream
dermal cream 40 gm,dermal,40gm,cream
dermalex repair atopic eczema for adults cream 30 gm,dermalex repair atopic eczema,30gm,cream
dermalex repair atopic eczema for babies & children cream 30 gm,dermalex repair atopic eczema,30gm,cream
dermalex repair contact eczema cream 30 gm,dermalex repair contact eczema,30gm,cream
dermalex repair psoriasis cream 60 gm,dermalex repair psoriasis,60gm,cream
dermalone cream 15 gm,dermalone,15gm,cream
dermamed 120 gm,dermamed,120gm,0
dermamed cream 40 gm,dermamed,40gm,cream
dermasol 0.05% cream 20 gm,dermasol 0.05%,20gm,cream
dermasol 0.05% oint. 20 gm,dermasol 0.05%,20gm,ointment
dermasure 60 gm cream,dermasure,60gm,cream
dermatect top. oint. 20 gm,dermatect,20gm,ointment
dermatin 1% top. cream 14 gm,dermatin 1%,14gm,cream
dermatin 1% top. powder 10 gm,dermatin 1%,10gm,powder
dermatin 1% topical soln. 20 ml,dermatin 1%,20ml,solution
dermatin cort topical cream 15 gm,dermatin cort,15gm,cream
dermatol powder,dermatol,0,powder
dermatop 0.25% cream 10 gm,dermatop 0.25%,10gm,cream
dermatop 0.25% oint. 10 gm,dermatop 0.25%,10gm,ointment
dermazad cream 50 gm,dermazad,50gm,cream
dermazin 1% cream 250 gm,dermazin 1%,250gm,cream
dermazin 1% cream 30 gm,dermazin 1%,30gm,cream
dermazol cream,dermazol,0,cream
dermazol oint,dermazol,0,ointment
dermedic capilarte normalising shampoo 300 ml,dermedic capilarte normalising,300ml,shampoo
dermedic capilarte serum treatment 150 ml,dermedic capilarte treatment,150ml,serum
dermedic capilarte shampoo treatment 300 ml,dermedic capilarte treatment,300ml,shampoo
dermedic capilarte soothing shampoo 300 ml,dermedic capilarte soothing,300ml,shampoo
dermedic capilarte strengthening shampoo 300 ml,dermedic capilarte strengthening,300ml,shampoo
