original_name,drug_name,dose,form
qv skin lotion 250 ml,QV Skin,250 ml,lotion
qv skin lotion 50 ml,QV Skin,50 ml,lotion
qveten (govita) 60 gummies,Qveten (Govita),60 gummies,gummies
r.b. cal 30 f.c. tabs.,R.B. Cal,30 tabs,tabs
r.b.g 10 caps.,R.B.G,10 caps,caps
r.m. soap 80 gm,R.M. Soap,80 gm,soap
r.p more 10 sachets,R.P. More,10 sachets,sachets
r.p. rest 20 sachets,R.P. Rest,20 sachets,sachets
rabegerdazole 20 mg 21 tab,Rabegerdazole,20 mg,tab
rabeprakyrl 20 mg 20 tablets,Rabeprakyrl,20 mg,tablets
rabeprazole 20mg 14 tabs,Rabeprazole,20mg,tabs
rabezole 10mg 7 enteric coated tab.,Rabezole,10mg,tab
rabezole 20mg 7 enteric coated tab.,Rabezole,20mg,tab
rabgerd 20 mg 14 e.c. tabs.,Rabgerd,20 mg,tabs
rabicid 10mg 14 enteric coated tab.,Rabicid,10mg,tab
rabicid 20mg 14 enteric coated tab,Rabicid,20mg,tab
rabicid 20mg 14 enteric coated tab.,Rabicid,20mg,tab
rabies vaccine,Rabies Vaccine,0,0
rabies vaccine (vero cell) 2.5i.u./0.5ml freeze-dried i.m.inj.,Rabies Vaccine (Vero Cell),2.5i.u./0.5ml,inj
rabipur 2.5i.u. / vial (pcec rabies vaccine for human ),Rabipur Rabies Vaccine,2.5i.u.,vial
racecarox 10mg/gm sachet.,Racecarox,10mg/gm,sachet
racecarrhea 100mg 20 caps,Racecarrhea,100mg,caps
racecasec 100 mg 10 caps.,Racecasec,100 mg,caps
radelax massage cream,Radelax Massage,0,cream
radia rose cream 50 gm,Radia Rose,50 gm,cream
radian massage cream 100 gm,Radian Massage,100 gm,cream
radian massage cream 40 gm,Radian Massage,40 gm,cream
radiance 10 sachets,Radiance,10 sachets,sachets
radiopaque multiload cu 375 iud.,Radiopaque Multiload CU,0,iud
radiseas 60 ml spray,Radiseas,60 ml,spray
radix 30 tablet,Radix,30 tablet,tablet
radrosa 0.03/3mg 21 f.c.tabs.,Radrosa,0.03/3mg,tabs
rafada b complex odf,Rafada B Complex,0,odf
rafix 100mg 3 f.c. tab,Rafix,100mg,tab
rafix 10mg 10 tab.,Rafix,10mg,tab
rafix 20mg 10 tab.,Rafix,20mg,tab
rago 10 sachets,Rago,10 sachets,sachets
raibyax 12/25 mg 30 caps.,Raibyax,12/25 mg,caps
raibyax 12/50 mg 30 caps.,Raibyax,12/50 mg,caps
raibyax 6/25 mg 30 caps.,Raibyax,6/25 mg,caps
raibyax 6/50 mg 30 caps.,Raibyax,6/50 mg,caps
rainbow vit syrup 120 ml,Rainbow Vit,120 ml,syrup
rajo hair shampoo 250 ml,Rajo Hair,250 ml,shampoo
raket 100 mg 20 caps.,Raket,100 mg,caps
raket 20 sachets,Raket,20 sachets,sachets
raku-ten emollient cream 50 gm,Raku-Ten Emollient,50 gm,cream
ralose 50 sachet,Ralose,50 sachet,sachet
ramacein 1.25mg 7 tab.,Ramacein,1.25mg,tab
ramacein 2.5mg 7 tab.,Ramacein,2.5mg,tab
ramacein 5mg 7 tab.,Ramacein,5mg,tab
