original_name,drug_name,dose,form
jackwell 1 mg 30 f.c. tabs.,jackwell,1 mg,tabs
jackwell 2 mg 30 f.c. tabs.,jackwell,2 mg,tabs
jackwell 4 mg 30 f.c. tabs.,jackwell,4 mg,tabs
jacomance 60 mg 3 f.c. tabs.,jacomance,60 mg,tabs
jacy topical cream 30 gm,jacy,30 gm,topical cream
jacy topical cream 50 gm,jacy,50 gm,topical cream
jadenu 180mg 30 f.c. tabs.,jadenu,180mg,tabs
jadenu 360mg 30 f.c. tabs.,jadenu,360mg,tabs
jadenu 90mg 30 f.c. tabs.,jadenu,90mg,tabs
jadozolid 100mg/5ml susp 60 ml,jadozolid,100mg/5ml,susp
jadozolid 600 mg 10 f.c. tab.,jadozolid,600 mg,tab
jakaranda 0.5mg 2 tab,jakaranda,0.5mg,tab
jakaranda 0.5mg 4 tab,jakaranda,0.5mg,tab
jakavi 15 mg 56 tabs,jakavi,15 mg,tabs
jakavi 20 mg 56 tabs,jakavi,20 mg,tabs
jakavi 5 mg 56 tabs.,jakavi,5 mg,tabs
jakmeston 20 f.c. tabs.,jakmeston,0,tabs
jamieson childrens multi vitamin iron 100 tab,jamieson childrens multi vitamin iron,0,tab
jana baby cream 50 gm,jana baby,50 gm,cream
janacore cream 60 gram,janacore,60 gram,cream
janaglip 100mg 28 f.c. tab.,janaglip,100mg,tab
janaglip 50 mg 28 f.c. tabs.,janaglip,50 mg,tabs
janaglip plus 50/1000mg 28 f.c. tab.,janaglip plus,50/1000mg,tab
janca-z 30 f.c. tab.,janca-z,0,tab
janca-z kids syrup 120ml,janca-z kids,0,syrup
janilika shampoo 120 ml,janilika,0,shampoo
janilka shampoo 200 ml,janilka,0,shampoo
janojoint 30tab,janojoint,0,tab
janpro drops 15 ml,janpro,0,drops
janugliptin 100mg 7 f.c. tabs.,janugliptin,100mg,tabs
janugliptin plus 50/1000mg 7 f.c. tabs.,janugliptin plus,50/1000mg,tabs
janumet 50/1000mg 56 f.c. tab,janumet,50/1000mg,tab
janumet 50/500mg 56 f.c. tab.,janumet,50/500mg,tab
janumet 50/850mg 56 f.c. tab,janumet,50/850mg,tab
januvia 100mg 28 f.c. tab.,januvia,100mg,tab
januvia 50 mg 28 f.c. tab.,januvia,50 mg,tab
japhocal 30 soft chews pieces,japhocal,0,soft chews pieces
jardiance 10 mg 30 f.c. tabs.,jardiance,10 mg,tabs
jardiance 25 mg 30 f.c. tabs.,jardiance,25 mg,tabs
jase mouth wash 250 ml,jase mouth,0,wash
jasmoline massage spray 120 ml,jasmoline massage,0,spray
jasno 50 gm top cream,jasno,50 gm,top cream
jaspromin 1000mg ext. rel. 100 f.c.tab.,jaspromin,1000mg,tab
jaundy 10 sachets,jaundy,0,sachets
java arnica cream,java arnica,0,cream
java cream 50 gm,java,50 gm,cream
javidacla 60 mg 28 f.c. tabs.,javidacla,60 mg,tabs
jaxolic 30 chewable tabs,jaxolic,0,chewable tabs
jc. ferr 30 cap,jc. ferr,0,cap
je t-aime hair oil 100 ml,je t-aime hair,0,oil
