original_name,drug_name,dose,form
dexagrand eye drops 5 ml,dexagrand,0,eye drops
dexamethasone 0.1mg/ml syp. 100 ml,dexamethasone,0.1mg/ml,syp
dexamethasone-amriya 8mg/2ml 3 amp.,dexamethasone-amriya,8mg/2ml,amp
dexamethasone-eipico 8mg/2ml i.m/i.v 5 amp,dexamethasone-eipico,8mg/2ml,amp
dexamethasone-inad 8mg/2ml 3amp,dexamethasone-inad,8mg/2ml,amp
dexamethasone-mup 8mg/2ml 5 amp,dexamethasone-mup,8mg/2ml,amp
dexamethasone-sigma 8mg/2ml 5 amp.,dexamethasone-sigma,8mg/2ml,amp
dexamytrex 5 gm e oint,dexamytrex,0,oint
dexamytrex 5ml ophtiloe eye drops,dexamytrex,0,eye drops
dexamytrex ophtiole eye drops 5 ml,dexamytrex,0,eye drops
dexanocorten 8mg/2ml 3 amp,dexanocorten,8mg/2ml,amp
dexapanthen 15 gm cream,dexapanthen,0,cream
dexaphen syrup 120ml,dexaphen,0,syrup
dexaprof 25mg 20 f.c. tabs.,dexaprof,25mg,tabs
dexaron plus 5g eye oint,dexaron plus,0,eye oint
dexaron plus eye/ear drops,dexaron plus,0,eye/ear drops
dexaron plus eye/ear drops 5 ml,dexaron plus,0,eye/ear drops
dexaron plus eye/ear oint.,dexaron plus,0,eye/ear oint
dexathalm eye drops 20 x 0.3 ml sdu,dexathalm,0,eye drops
dexathalm eye drops 5 ml,dexathalm,0,eye drops
dexatob eye drops 5 ml,dexatob,0,eye drops
dexatobrin eye oint. 5 gm,dexatobrin,0,eye oint
dexatobrin eye susp. drops 5 ml,dexatobrin,0,eye susp. drops
dexatopic topical cream 20 gm,dexatopic,0,topical cream
dexatrol eye oint. 5 gm,dexatrol,0,eye oint
dexatrol eye/ear drops 5 ml,dexatrol,0,eye/ear drops
dexawest 30 mg 14 caps,dexawest,30 mg,caps
dexawest 60 mg 14 caps,dexawest,60 mg,caps
dexazone 0.5mg 20 tab,dexazone,0.5mg,tab
dexazone 0.5mg 60 tab,dexazone,0.5mg,tab
dexcoba 30 sublingual tab,dexcoba,30mg,sublingual tab
dexiclave 1 gm 10 f.c. tabs,dexiclave,1 gm,tabs
dexiclave 1 gm 10 f.c. tabs.,dexiclave,1 gm,tabs
dexiclave 312.5mg/5ml susp. 60 ml,dexiclave,312.5mg/5ml,susp
dexiclave 375 mg 10 f.c. tabs.,dexiclave,375 mg,tabs
dexiclave 457mg/5ml susp. 60 ml,dexiclave,457mg/5ml,susp
dexiclave 625 mg 12 f.c. tabs.,dexiclave,625 mg,tabs
dexiglofozin 10mg 30 tabs,dexiglofozin,10mg,tabs
dexiglofozin 5mg 30 tabs,dexiglofozin,5mg,tabs
dexilant 30 mg 14 caps.,dexilant,30 mg,caps
dexilant 60 mg 14 caps,dexilant,60 mg,caps
dexketo care 25 mg 30 f.c.tab.,dexketo care,25 mg,tab
dexketoprofen 25 mg 20 scored f.c.tab.,dexketoprofen,25 mg,tab
dexolant 30 mg 7 caps.,dexolant,30 mg,caps
dexolant 60 mg 7 caps.,dexolant,60 mg,caps
dexonium 0.1% eye/ear drops 10 ml,dexonium,0.1%,eye/ear drops
dexonium 8mg/2ml amp.,dexonium,8mg/2ml,amp
dexpanol wound 5gm/100ml topical spray,dexpanol wound,5gm/100ml,topical spray
dexpanthenol 5% topical cream 20 gm,dexpanthenol,5%,topical cream
dextrafast 25mg 20 f.c. tabs.,dextrafast,25mg,tabs
