original_name,drug_name,dose,form
balmex 30 mg cream,balmex,30 mg,cream
balmex cream 50 gm,balmex,50 gm,cream
balmex zinc oxide cream,balmex zinc oxide,0,cream
balmix 10% cream 30 gm,balmix,30 gm,cream
balmix topical lotion 100 ml,balmix topical,100 ml,lotion
balof 10 sachet,balof,0,sachet
balsam fruity flavour syrup 120 ml,balsam fruity flavour,120 ml,syrup
balsam syrup 120 ml,balsam,120 ml,syrup
balsinova 750 mg 30 caps.,balsinova,750 mg,caps
baltax feminine wash 200ml,baltax feminine,200 ml,wash
balversa 4 mg 14 f.c.tabs.,balversa,4 mg,tabs
balversa 4 mg 28 f.c.tabs.,balversa,4 mg,tabs
bambec 10mg 30 tab.,bambec,10 mg,tab
bambedil 10mg 30 tab.,bambedil,10 mg,tab
bambedil 1mg/ml syrup 120ml,bambedil,1 mg/ml,syrup
bambino maa gharibe syrup 120 ml,bambino maa gharibe,120 ml,syrup
bambuterol 20 mg 10 tabs,bambuterol,20 mg,tabs
bana-cal syrup 120 ml,bana-cal,120 ml,syrup
baneocin oint. 20 gm(cancelled),baneocin,20 gm,oint
baneocin powder 6 gm(cancelled),baneocin,6 gm,powder
banish whitening cream 75 gm,banish whitening,75 gm,cream
banod 10 sachets,banod,0,sachets
banod 7 sachets,banod,0,sachets
bap scar care gel 20 gm,bap scar care,20 gm,gel
bap scar care t 10*15 cm sheets 1 pc,bap scar care t,0,sheets
bap scar care t 5*30 cm sheets 1 pc,bap scar care t,0,sheets
bap scar care t 5*7 cm sheets 1 pc,bap scar care t,0,sheets
bapcal-d 20 tabs,bapcal-d,0,tabs
baraclude 0.5 mg 30 tabs. (net price),baraclude,0.5 mg,tabs
baraclude 1 mg 30 tabs. (net price),baraclude,1 mg,tabs
baraka 450mg 24 caps.,baraka,450 mg,caps
barcare 80 gm soap,barcare,80 gm,soap
barcimiant 2 mg 28 f.c. tabs.,barcimiant,2 mg,tabs
barcimiant 4 mg 28 f.c. tabs.,barcimiant,4 mg,tabs
bardol 15g cream,bardol,15 g,cream
bardol oil 15 ml,bardol,15 ml,oil
bariederm cica cream 40 ml,bariederm cica,40 ml,cream
bariederm cream 75 ml,bariederm,75 ml,cream
bariederm levres lip balm 15 ml,bariederm levres lip,15 ml,balm
bariesun after sun spray 150ml,bariesun after sun,150 ml,spray
bariesun autobronzante self-tanning spray 100ml,bariesun autobronzante self-tanning,100 ml,spray
bariesun self-tanning spray 100ml,bariesun self-tanning,100 ml,spray
bariesun spf 50+ clear cream 50 ml,bariesun spf 50+ clear,50 ml,cream
bariesun spf 50+ cream ss perfume 50 ml,bariesun spf 50+ ss perfume,50 ml,cream
bariesun spf 50+ dry oil 200 ml,bariesun spf 50+ dry,200 ml,oil
bariesun spf 50+ kids milk 100 ml,bariesun spf 50+ kids,100 ml,milk
bariesun spf 50+ mat fluid 50ml,bariesun spf 50+ mat,50 ml,fluid
bariesun spf 50+ mineral cream 50ml,bariesun spf 50+ mineral,50 ml,cream
bariesun spf 50+ spray 200 ml,bariesun spf 50+,200 ml,spray
bariesun spf 50+ xp cream 40 ml,bariesun spf 50+ xp,40 ml,cream
