original_name,drug_name,dose,form
nuxe sun melting cream spf 50 - 50 ml,nuxe sun melting cream spf,50 ml,cream
nuxe sun tanning oil spf 30 - 150 ml,nuxe sun tanning oil spf,150 ml,oil
nuxe toning lotion with rose petals 200 ml,nuxe toning lotion with rose petals,200 ml,lotion
nuxe white brightening bb cream 30 ml,nuxe white brightening bb cream,30 ml,cream
nuxe white brightening mask 6 sheets*21 ml,nuxe white brightening mask,21 ml,mask
nuxe white brightening purifying foam 125 ml,nuxe white brightening purifying foam,125 ml,foam
nuxe white brightening renewing night cream 50 ml,nuxe white brightening renewing night cream,50 ml,cream
nuxe white daily uv protector spf30 - 30 ml,nuxe white daily uv protector spf,30 ml,0
nuxe white eye contour 15 ml,nuxe white eye contour,15 ml,0
nuxe white intensive serum 30 ml,nuxe white intensive serum,30 ml,serum
nuzaven 20 h.g. caps.,nuzaven,20 h.g.,capsules
nyolol 0.1% eye gel  5gm,nyolol,0.1%,gel
nyrin 50mg/5ml 5 sol. in amp. for i.v inj.,nyrin,50mg/5ml,solution
nystacort-n 15g cream,nystacort-n,15g,cream
nystacort-n cream 15 gm,nystacort-n,15 gm,cream
nystaform topical oint. 20 gm,nystaform topical,20 gm,ointment
nystatin 100 000 i.u./ml oral susp. 30 ml,nystatin,100000 i.u./ml,suspension
nystazol 10 vag tab 500 mg,nystazol,500 mg,tablet
nystazole 10 vag.tabs.,nystazole,0,tablet
o-pedal hair serum spray 120 ml,o-pedal hair serum,120 ml,spray
o-z 125 ml otion,o-z,125 ml,otion
o.z topical cream 100 gm,o.z topical,100 gm,cream
o.z topical lotion 120ml,o.z topical,120ml,lotion
obaxo 30 tabs.,obaxo,0,tablets
oblong novalgin 500mg 10 f.c tab.,oblong novalgin,500mg,tablet
oblong pharmalgin 500mg 10 tab.,oblong pharmalgin,500mg,tablet
obron plus 30 caps,obron plus,0,capsules
ocadelor 30capsules,ocadelor,0,capsules
occu-tear eye drops 10 ml,occu-tear,10 ml,drops
occubact 0.3% eye dps. 5 ml,occubact,0.3%,drops
occufloxin 0.3% eye drops,occufloxin,0.3%,drops
occufloxine 0.3% ophth. soln. 5ml,occufloxine,0.3%,solution
occumycine eye drops 5 ml,occumycine,5 ml,drops
occuplus 0.6 ml eye liquid gel,occuplus,0.6 ml,gel
ocean bio-actif fluid,ocean bio-actif,0,fluid
ocean cal 30 tab,ocean cal,0,tablet
oceanz 1000 mg 10 sachets,oceanz,1000 mg,sachets
oceanz 500 mg 10 sachets,oceanz,500 mg,sachets
ochair elegance massage gel 100 gm,ochair elegance massage gel,100 gm,gel
ocrevus 300mg/10ml vial i.v. inf.,ocrevus,300mg/10ml,vial
octa d3  oral drops 30 ml,octa d3,30 ml,drops
octagam 2.5 gm/50ml vial 50 ml,octagam,2.5 gm/50ml,vial
octamora oint 5 gm,octamora,5 gm,ointment
octanate 500 iu/ml vial 10 ml,octanate,500 iu/ml,vial
octaterra 50 gm ointment,octaterra,50 gm,ointment
octatop syrup 120 ml,octatop,120 ml,syrup
octatron 20 caps,octatron,0,capsules
octatron 30 caps,octatron,0,capsules
octe macro oral spray 30 ml,octe macro,30 ml,spray
octe-macro feminine wash 120ml,octe-macro feminine,120ml,wash
