original_name,drug_name,dose,form
rest cream 50 gm,rest,50 gm,cream
restage gel 100 gm,restage,100 gm,gel
restage gel 50 gm,restage,50 gm,gel
restage spray 120 ml,restage,120 ml,spray
restart-skin shower gel 200ml,restart-skin,200ml,shower gel
restasis 0.05% ophthalmic emulsion 30 vials*0.4ml (illegal import),restasis,0.05%,ophthalmic emulsion
restine 20 tab.,restine,20 mg,tab
restmag b6 30 tabs,restmag b6,30 mg,tabs
resto guide 50ml gel,resto guide,50ml,gel
resto mart cream 100 gm,resto mart,100 gm,cream
resto-guide cream 50 gm,resto-guide,50 gm,cream
resto-guide spray 100 ml,resto-guide,100 ml,spray
restolam 0.25mg 20 tab.,restolam,0.25mg,tab
restolam 0.5mg 20 tab.,restolam,0.5mg,tab
restolam 1mg tablets,restolam,1mg,tablets
restolase exfoliating body balm 250 ml,restolase,250 ml,exfoliating body balm
resvagil vag. gel 30 ml,resvagil,30 ml,vag. gel
resvestilbene 20 caps,resvestilbene,20 mg,caps
reta star cream 30 gm,reta star,30 gm,cream
retabact 1% top. oint. 10 gm,retabact,1%,top. oint.
retadel 250mg 20 caps.,retadel,250mg,caps.
retarpen 1.2 m.i.u. vial,retarpen,1.2 m.i.u.,vial
retch gan cream 150 gm,retch gan,150 gm,cream
retin a 0.05% cream 30 gm,retin a,0.05%,cream
retin a 0.05% gel 30 gm,retin a,0.05%,gel
retinomix serum 30 ml,retinomix,30 ml,serum
reto plus soap 125 gm,reto plus,125 gm,soap
reto plus soap 75 gm,reto plus,75 gm,soap
retorinad 10mg 20tabs,retorinad,10mg,tabs
retorinad 20mg 20tabs,retorinad,20mg,tabs
reutibacilli oral drops 10 ml,reutibacilli,10 ml,oral drops
reva lax 75 gm massage gel,reva lax,75 gm,massage gel
revaginal 10 vag ovules,revaginal,10 mg,vag ovules
revan cream 30 gm,revan,30 gm,cream
revan cream 50 gm,revan,50 gm,cream
revano soft 50 gm cream,revano soft,50 gm,cream
revarest vag.douche 250 ml,revarest,250 ml,vag.douche
revazox cream 30 gm,revazox,30 gm,cream
reverten facial cleanser 200 ml,reverten,200 ml,facial cleanser
revi 2 cream 50 gm,revi 2,50 gm,cream
revia 50 mg scored 30 f.c.tabs.(n/a),revia,50 mg,tabs
revimerz 50gm cream,revimerz,50gm,cream
revita hair stimulating shampoo 180 ml,revita,180 ml,hair stimulating shampoo
revita.cor hair stimulating conditioner 190 ml,revita.cor,190 ml,hair stimulating conditioner
revitacare hair cream 100 gm,revitacare,100 gm,hair cream
revitagen - fx stretch mark cream 177.4 ml,revitagen - fx,177.4 ml,stretch mark cream
revital hair lotion 125 ml,revital,125 ml,hair lotion
revital hair shampoo 250 ml,revital,250 ml,hair shampoo
revital hair stimulating system,revital,0,hair stimulating system
revive gel 50 gm,revive,50 gm,gel
