original_name,drug_name,dose,form
calcipcort oint. 30 gm,calcipcort,30 gm,ointment
calcipoheal 0.005% cream 30 gm,calcipoheal,0.005%,cream
calcipoheal-cort oint. 15 gm,calcipoheal-cort,15 gm,ointment
calcipotriol - b oint,calcipotriol - b,0,ointment
calciprime 30 tabs,calciprime,0,tablets
calciprol 0.005% topical cream 30 gm,calciprol,0.005%,topical cream
calciprol 0.005% topical ointment,calciprol,0.005%,topical ointment
calciraise 30 tablet,calciraise,0,tablet
calcisome d 60 caps,calcisome d,0,capsules
calcisome mg 30 sachets,calcisome mg,0,sachets
calcisome-d 60 h.g. caps.,calcisome-d,0,h.g. capsules
calciton 500mg 15 tab,calciton,500mg,tablet
calciton 500mg 30 tab,calciton,500mg,tablet
calcitonin stada 100 i.u./ml 5 amps.(n/a),calcitonin stada,100 i.u./ml,ampoules
calcitonin stada 50i.u./ml 5 amp.,calcitonin stada,50i.u./ml,ampoule
calcitonium 100 i.u./ml 5 amps.,calcitonium,100 i.u./ml,ampoules
calcitonium 50 i.u./ml 5 amps.,calcitonium,50 i.u./ml,ampoules
calcitrix 20 tabs.,calcitrix,0,tablets
calcitrix 30 tabs,calcitrix,0,tablets
calcitron 20 caps.,calcitron,0,capsules
calcitron 30 caps.,calcitron,0,capsules
calcitron children 10 sachets,calcitron children,0,sachets
calcium & vit.c 20 eff. tabs.,calcium & vit.c,0,effervescent tablets
calcium & vit.d3 20 eff. tabs.,calcium & vit.d3,0,effervescent tablets
calcium 10 eff. sachets,calcium,0,effervescent sachets
calcium 3 - 20 tabs.,calcium 3,0,tablets
calcium 600 ( vita-vigor ) 20 tab,calcium ( vita-vigor ),600mg,tablet
calcium acetate 500mg 6 f.c. tab.,calcium acetate,500mg,tablets
calcium care 30 cap,calcium care,0,capsules
calcium chloride 100mg/ml amp.u.s.p.30,calcium chloride,100mg/ml,ampoule
calcium cid 12 sachets,calcium cid,0,sachets
calcium d3f 30 tab.,calcium d3f,0,tablet
calcium folinate 30mg/10ml amp(n/a),calcium folinate,30mg/10ml,ampoule
calcium folinate 50mg vial powder for inj.,calcium folinate,50mg,vial powder for injection
calcium folinate 50mg/5ml (300mg) vial,calcium folinate,50mg/5ml,vial
calcium folinate 50mg/5ml 5 amps.,calcium folinate,50mg/5ml,ampoules
calcium folinate stada 10mg/ml (100mg) vial,calcium folinate stada,10mg/ml,vial
calcium folinate stada 10mg/ml (1g) vial,calcium folinate stada,10mg/ml,vial
calcium folinate stada 10mg/ml (200mg) vial,calcium folinate stada,10mg/ml,vial
calcium folinate stada 10mg/ml (500mg) vial,calcium folinate stada,10mg/ml,vial
calcium gluconate u.s.p.27 i.v. inj.,calcium gluconate,0,i.v. injection
calcium pharco 115mg/5ml syrup 120ml,calcium pharco,115mg/5ml,syrup
calcium pharco 950mg 20 chewable tab.,calcium pharco,950mg,chewable tablets
calciux 24 chew. pieces,calciux,0,chewable pieces
calciux plus 30 tabs.,calciux plus,0,tablets
calcivit d3 syrup 120ml,calcivit d3,0,syrup
calcu santa suspension 120 ml,calcu santa,0,suspension
calcybox syrup 120 ml,calcybox,0,syrup
calcyon 20 tab,calcyon,0,tablet
calcyon 30 tab,calcyon,0,tablet
