original_name,drug_name,dose,form
simethicone emulsion 120 ml,simethicone,120 ml,emulsion
simethicone-mup 2% emulsion oral drops 30 ml,simethicone-mup,2%,emulsion oral drops
simezet 10/10 mg 14 tab.,simezet,10/10 mg,tab
simezet 10/40 mg 14 tab.,simezet,10/40 mg,tab
simezet 10/40 mg 7 tab.,simezet,10/40 mg,tab
similac 1 milk 350 gm,similac 1,350 gm,milk
similac 1 milk 400 gm,similac 1,400 gm,milk
similac 2 milk 350 gm,similac 2,350 gm,milk
similac 2 milk 400 gm,similac 2,400 gm,milk
similac 3 milk 350 gm,similac 3,350 gm,milk
similac 3 milk 400 gm,similac 3,400 gm,milk
similac advance 1 milk 400 gm,similac advance 1,400 gm,milk
similac elecare gold powder 400 gm,similac elecare gold,400 gm,powder
similac elecare milk 400 gm,similac elecare,400 gm,milk
similac elecare powder 400 gm,similac elecare,400 gm,powder
similac gain advance 2 milk,similac gain advance 2,0,milk
similac gain advance 2 milk 400 gm,similac gain advance 2,400 gm,milk
similac gain plus advance 3 milk 400 gm,similac gain plus advance 3,400 gm,milk
similac gold 1 milk 400 gm,similac gold 1,400 gm,milk
similac gold 2 milk 400 gm,similac gold 2,400 gm,milk
similac gold 3 milk 400 gm,similac gold 3,400 gm,milk
similac neosure milk 370 gm,similac neosure,370 gm,milk
similac total comfort 2 milk 360 gm,similac total comfort 2,360 gm,milk
similac total comfort gold 1 milk 360 gm,similac total comfort gold 1,360 gm,milk
similac total comfort gold 2 milk 360 gm,similac total comfort gold 2,360 gm,milk
simo lactoferrin & iron 10 sachet,simo lactoferrin & iron,0,sachet
simponi 50mg/0.5 ml prefilled pen,simponi,50mg/0.5 ml,prefilled pen
simulect 20 mg powder vial for i.v. infusion,simulect,20 mg,powder vial
simva-eze 10/10 mg 7 tab.,simva-eze,10/10 mg,tab
simva-eze 20/10mg 7 tab.,simva-eze,20/10mg,tab
simva-eze 40/10mg 7 tab.,simva-eze,40/10mg,tab
simva-map 10/10mg 10 bilayer f.c. tab.,simva-map,10/10mg,bilayer tab
simva-map 10/20mg 10 bilayer f.c. tab.,simva-map,10/20mg,bilayer tab
simva-map 10/40mg 10 bilayer f.c. tab.,simva-map,10/40mg,bilayer tab
simva-map 10/80mg 10 bilayer f.c. tab.,simva-map,10/80mg,bilayer tab
simvacor 20mg 7 f.c. tab.,simvacor,20mg,tab
simvacor 40mg 7 f.c. tab.,simvacor,40mg,tab
simvacor 80mg 7 f.c.tab.,simvacor,80mg,tab
simvaged 80mg 10 tab,simvaged,80mg,tab
simvaged 80mg 10 tab.,simvaged,80mg,tab
simvastacare 10/20mg 21 tab,simvastacare,10/20mg,tab
simvastacare 10/40mg 21 tab,simvastacare,10/40mg,tab
simvastat 10mg 7 tab.,simvastat,10mg,tab
simvastat 20mg 7 tab.,simvastat,20mg,tab
simvastimibe 10/20mg 30 tabs.,simvastimibe,10/20mg,tabs
simvastimibe 10/40mg 30 tabs.,simvastimibe,10/40mg,tabs
simvastimibe 10/80mg 20 tabs.,simvastimibe,10/80mg,tabs
simvaxibe 10/10mg 21 f.c.tab.,simvaxibe,10/10mg,tab
simvaxibe 10/20mg 21 f.c. tabs.,simvaxibe,10/20mg,tabs
simvaxibe 10/40mg 21 f.c.tab.,simvaxibe,10/40mg,tab
