original_name,drug_name,dose,form
compholex massage cream 50 gm,compholex massage,50 gm,cream
compichlor eye drops 10 ml,compichlor eye,10 ml,drops
complete b (vitamin b complex) 100 caplets (illegal import),complete b (vitamin b complex),0,caplets
complete hair lotion 200 ml,complete hair,200 ml,lotion
complete hair oil 120 ml,complete hair,120 ml,oil
complete hair oil 60 ml,complete hair,60 ml,oil
complete hair shampoo 150 ml,complete hair,150 ml,shampoo
complete revitalens solution 120 ml,complete revitalens,120 ml,solution
complir  14 sachets,complir,0,sachets
compound laxative 200 tab,compound laxative,0,tab
compound sodium lactate 500 ml,compound sodium lactate,500 ml,solution
comtan 200mg 30 tab,comtan,200mg,tab
comtapone 200 mg 30 f.c.tab.,comtapone,200 mg,tab
comtrex acute head cold 20 f.c.tab.,comtrex acute head cold,0,tab
cona-adione 10mg 100 chewable tablets,cona-adione,10mg,chewable tablets
cona-adione 10mg 30 chewable tab.,cona-adione,10mg,chewable tab
conafutal 500/600 mg 20 f.c.tabs.,conafutal,500/600 mg,tabs
conatrate 1% topical cream 15 gm,conatrate,1%,topical cream
conaz 10 f.c. tab. (n/a),conaz,0,tab
conaz c 20 f.c. tab.,conaz c,0,tab
conazoglob 200mg 10 f.c. tabs.,conazoglob,200mg,tabs
conazoglob 200mg vial,conazoglob,200mg,vial
conceive plus gel 8 pre-filled applicators,conceive plus,0,gel
concentrated haemodialysis solution formula hdi c903,concentrated haemodialysis solution formula hdi c903,0,solution
concentrated haemodialysis solution-acetate( a2 ) b.p. 2009,concentrated haemodialysis solution-acetate( a2 ) b.p.,0,solution
concentrated haemodialysis solution-acetate( a3 ) b.p. 2009,concentrated haemodialysis solution-acetate( a3 ) b.p.,0,solution
concentrated haemodialysis solution-acetate( a4 ) b.p. 2008,concentrated haemodialysis solution-acetate( a4 ) b.p.,0,solution
concentrated haemodialysis solution-acidic( b1 ) b.p. 2008,concentrated haemodialysis solution-acidic( b1 ) b.p.,0,solution
concentrated haemodialysis solution-acidic( b2) b.p. 2009,concentrated haemodialysis solution-acidic( b2) b.p.,0,solution
concentrated haemodialysis solution-acidic( b4 ) b.p. 2008,concentrated haemodialysis solution-acidic( b4 ) b.p.,0,solution
concerta 18mg 30 extended release tablets,concerta,18mg,extended release tablets
concerta 36mg 30 extended release tab,concerta,36mg,extended release tab
concor 10mg 30 f.c. tablets,concor,10mg,tablets
concor 5 mg 30 f.c. tabs.,concor,5 mg,tabs
concor amlo 5/5 mg 30 tabs,concor amlo,5/5 mg,tabs
concor cor 2.5mg 30 tablets,concor cor,2.5mg,tablets
concor plus 10/25mg 30 f.c. tablets,concor plus,10/25mg,tablets
concor plus 5/12.5mg 30 f.c. tabs.,concor plus,5/12.5mg,tabs
concreta anti dandruff shampoo,concreta anti dandruff,0,shampoo
concreta hair lotion 120 ml,concreta hair,120 ml,lotion
concreta hair mask 200 gm,concreta hair,200 gm,mask
condomania 10 mg 30 f.c.tab,condomania,10 mg,tab
condomania 20 mg 30 f.c.tab,condomania,20 mg,tab
condomania 5 mg 30 f.c.tab,condomania,5 mg,tab
condrionour tab.,condrionour,0,tab
conexera massage gel 50 gm,conexera massage,50 gm,gel
confident shampoo   200ml   shampoo,confident,200ml,shampoo
congdosin 4 mg 20 caps.,congdosin,4 mg,caps
congdosin 8 mg 20 caps.,congdosin,8 mg,caps
congestal 20 tabs,congestal,0,tabs
