original_name,drug_name,dose,form
esmeron 50mg/5ml i.v vial,esmeron,50mg/5ml,i.v vial
esmopral 40 mg 14 tablet,esmopral,40 mg,tablet
esmoproton 20 mg 20 caps,esmoproton,20 mg,caps
esmoproton 40 mg 20 caps,esmoproton,40 mg,caps
esmopump 20 mg 14 e.c.tabs.,esmopump,20 mg,e.c.tabs.
esmopump 40mg 14 f.c. tabs.,esmopump,40mg,tabs.
esmorap 10 mg 7 sachets,esmorap,10 mg,sachets
esmorap 20 mg 14 caps.,esmorap,20 mg,caps.
esmorap 20 mg 7 sachets,esmorap,20 mg,sachets
esmorap 40 mg 7 sachets,esmorap,40 mg,sachets
esmorap 40 mg powder for i.v. inf. vial,esmorap,40 mg,powder for i.v. inf. vial
esmorap 40mg 14 caps,esmorap,40mg,caps
esmorap 40mg 28 caps.,esmorap,40mg,caps.
eso-protocol 20 mg 10 caps.,eso-protocol,20 mg,caps.
eso-protocol 40mg 10 caps.,eso-protocol,40mg,caps.
esogerdazole 40 mg 14 dr. caps,esogerdazole,40 mg,dr. caps
esogerdazole 40 mg 14 dr. caps.,esogerdazole,40 mg,dr. caps.
esomelodan 20mg 20 enteric coated tab.,esomelodan,20mg,enteric coated tab.
esomelodan 40mg 20 enteric coated tab.,esomelodan,40mg,enteric coated tab.
esomelodan 40mg 3 powder for i.v. inf. vial,esomelodan,40mg,powder for i.v. inf. vial
esomepex 40 mg 14 enteric coated tab.,esomepex,40 mg,enteric coated tab.
esomepex 40 mg pd for i.v. inf.,esomepex,40 mg,pd for i.v. inf.
esomeprazole-eva 20mg 20 e.c. tabs.,esomeprazole-eva,20mg,e.c. tabs.
esomeprazole-eva 40mg 20 e.c. tabs.,esomeprazole-eva,40mg,e.c. tabs.
esomeprazole-eva 40mg 3 powder for i.v. inf. vial,esomeprazole-eva,40mg,powder for i.v. inf. vial
esomesalix 40mg 14 caps.,esomesalix,40mg,caps.
esomium 40mg 14 s.r. capsules,esomium,40mg,s.r. capsules
esomium 40mg 7 s.r. caps,esomium,40mg,s.r. caps
esompex 7tablets 40mg,esompex,40mg,tablets
esopiroxan 20 mg 14 del. rel. h.g. caps.,esopiroxan,20 mg,del. rel. h.g. caps.
esopiroxan 40 mg 14 del. rel. h.g. caps.,esopiroxan,40 mg,del. rel. h.g. caps.
esovaxole 20 mg 28 caps.,esovaxole,20 mg,caps.
esovaxole 40 mg 28 caps.,esovaxole,40 mg,caps.
espax 20 cap,espax,20 mg,cap
espax 20 capsules,espax,20 mg,capsules
esroblad 100mg top. gel 30 sachets,esroblad,100mg,top. gel
essential amino energy 270 gm,essential amino energy,270 gm,0
essentiale 300mg 30 caps.,essentiale,300mg,caps.
ester 1000 mg 90 tab,ester,1000 mg,tab
ester-c 30 tabs.,ester-c,0,tabs.
ester-cal 30 tabs.,ester-cal,0,tabs.
estero-map 10mg 20 f.c. tab,estero-map,10mg,tab
estero-map 10mg 30 f.c.tab.,estero-map,10mg,tab.
estero-map 20mg 20 f.c. tab,estero-map,20mg,tab
estero-map 20mg 30 f.c. tab,estero-map,20mg,tab
estikan 20mg 14 f.c.tab.,estikan,20mg,tab.
estikana 10 mg 14 f.c. tab,estikana,10 mg,tab
estohalt 10 mg 14 caps.,estohalt,10 mg,caps.
estohalt 40mg 14 caps.,estohalt,40mg,caps.
estovlar 0.25/0.035mg 21 tabs.,estovlar,0.25/0.035mg,tabs.
