original_name,drug_name,dose,form
mash sunscreen kids spray 200 ml,mash sunscreen kids,200 ml,spray
mash sunscreen lotion spray spf 50 - 200 ml,mash sunscreen lotion spf 50,200 ml,spray
mass hair oil 120 ml,mass hair,120 ml,oil
mass mark gel,mass mark,0,gel
mass vit 20tab,mass vit,20,tab
mass- maker 41000 mg powder 1460g,mass- maker,41000 mg,powder
mass- maker 41000 mg powder 730 g,mass- maker,41000 mg,powder
mass-maker 41000 mg powder 146 g,mass-maker,41000 mg,powder
massaclear 200 ml facial foaming wash,massaclear facial foaming,200 ml,wash
massage cream,massage,0,cream
massagil top. spray 60 ml,massagil top.,60 ml,spray
massgel spray,massgel,0,spray
massinnova gel 50 gm,massinnova,50 gm,gel
massocare gel 50 gm,massocare,50 gm,gel
massolivia gel 50 gm,massolivia,50 gm,gel
mast-amyl 300 u.ceip 100 ml syrup,mast-amyl,300 u.ceip,syrup
mastbiotic ors 5 sachets,mastbiotic ors,5,sachets
master 20 caps,master,20,caps
master cal 20 tab,master cal,20,tab
master calm syrup 120 ml,master calm,120 ml,syrup
master care spray 60ml,master care,60ml,spray
master cod liver oil 20 caps.,master cod liver oil,20,caps.
master cough syrup 120 ml,master cough,120 ml,syrup
master effer c 6 sachets,master effer c,6,sachets
master effer cal 10 sach eff,master effer cal,10,sach eff
master effer k 6 sachets,master effer k,6,sachets
master gest 20 caps,master gest,20,caps
master guava syrup,master guava,0,syrup
master hibiscus 250 30 tab,master hibiscus,250 mg,tab
master pumpkin oil 10 capsules,master pumpkin oil,10,capsules
mastervit syrup 120 ml,mastervit,120 ml,syrup
mastflora 20 caps,mastflora,20,caps
mastosytex 0.025% ophth. soln. 10 ml,mastosytex,0.025%,ophth. soln.
mastosytex 0.025% ophthalmic sol. 5 ml,mastosytex,0.025%,ophthalmic sol.
mastserra 30 e.c tabs.,mastserra,30,e.c tabs.
matcha pero baby cream 50 gm,matcha pero baby,50 gm,cream
materna 15 tabs,materna,15,tabs
materna 30 tabs,materna,30,tabs
matricoga 30 tabs.,matricoga,30,tabs.
matriskin vitamin c 5% serum 30 ml,matriskin vitamin c,5%,serum
matrix 20 caps.,matrix,20,caps.
matrix 30 caps.,matrix,30,caps.
matrix cream 75 gm,matrix,75 gm,cream
matrocond .03% ophthalmic soln 3 ml,matrocond,.03%,ophthalmic soln
matrocond 0.03% eye drops,matrocond,0.03%,eye drops
matrocond plus ophth. soln. 3 ml,matrocond plus,3 ml,ophth. soln.
matujac 30mg 3 f.c. tabs.,matujac,30mg,tabs.
matujac 60mg 3 f.c. tabs,matujac,60mg,tabs
mave tec syrup 120 ml,mave tec,120 ml,syrup
mavenclad 10 mg 1 tab.,mavenclad,10 mg,tab.
