original_name,drug_name,dose,form
labirdo cream 100 gm,labirdo,100 gm,cream
laci le beau super dieters tea,laci le beau dieters,0,tea
lacidac 2mg 14 f.c.tab.,lacidac,2mg,tab
lacidac 4mg 14 f.c.tab.,lacidac,4mg,tab
lacolepsy 50mg/5ml syrup 200 ml,lacolepsy,50mg/5ml,syrup
lacosamagic 50 mg 10 f.c. tabs.,lacosamagic,50 mg,tabs
lacosamet 100 mg 10 f.c. tabs.,lacosamet,100 mg,tabs
lacosamet 100 mg 20 f.c. tabs.,lacosamet,100 mg,tabs
lacosamet 100 mg 30 f.c. tabs.,lacosamet,100 mg,tabs
lacosamet 50 mg 10 f.c. tabs.,lacosamet,50 mg,tabs
lacosamet 50 mg 20 f.c. tabs.,lacosamet,50 mg,tabs
lacosamet 50 mg 30 f.c. tabs.,lacosamet,50 mg,tabs
lacosamet 50mg/5ml syrup 200 ml,lacosamet,50mg/5ml,syrup
lacosanad 100mg 10 tabs,lacosanad,100mg,tabs
lacosanad 50 mg 20 f.c. tabs.,lacosanad,50 mg,tabs
lacosavil 100 mg 30 f.c. tabs.,lacosavil,100 mg,tabs
lacosavil 200 mg 10 f.c. tabs.,lacosavil,200 mg,tabs
lacosavil 50 mg 30 f.c. tabs.,lacosavil,50 mg,tabs
lacovimp 100 mg 30 f.c.tabs.,lacovimp,100 mg,tabs
lacovimp 50mg 30 f.c.tablets,lacovimp,50mg,tablets
lacri-stulln 2% eye drops,lacri-stulln,2%,eye drops
lacricarmin 0.5% eye drops 10 ml,lacricarmin,0.5%,eye drops
lacricarmin 2mg/0.4ml eye drops 30 x 0.4 ml sdu,lacricarmin,2mg/0.4ml,eye drops
lacricarmin 4mg/0.4ml eye drops 30 x 0.4 ml sdu,lacricarmin,4mg/0.4ml,eye drops
lacrim 10 sachets,lacrim,0,sachets
lacrim 14 sachets,lacrim,0,sachets
lacritears eye drops 15 ml,lacritears,0,eye drops
lactacyd 1.9 % 250 ml- lotion,lactacyd,1.9 %,lotion
lactacyd feminine cleansing wash 120 ml,lactacyd feminine wash,0,wash
lactacyd v.d 120 ml,lactacyd,0,vag.douche
lactacyd v.d 200 ml,lactacyd,0,vag.douche
lactacyd vag.douche 120ml,lactacyd,0,vag.douche
lactacyd vag.douche 200ml,lactagyn,0,ovules
lactagyn 10 vag ovules,lactase oral,0,drops
lactase oral drops 30 ml,lactated,0,p. inf
lactated potas saline- 500 ml- p. inf,lactated,0,0
lactated ringer 1000ml,lactated,0,0
lactated ringer 250ml,lactated,0,0
lactated ringer el-nile 500cc,lactated,0,inj
lactated ringer inj. s.u.p 500ml,lactated,0,inj
lactated ringers inj,lacteol,5 billion,cap
lacteol forte  5 billion 12 cap,lacteol,10 billion,sachet
lacteol forte 10 billion 6 sachet,lactevenor,0.03mg,tab
lactevenor 0.03mg 35 coated tab.,lactimon,0,sachet
lactimon 6 sachet,lacto 1,0,milk
lacto 1 milk,lacto,0,sachets
lacto 12 sachets,lacto 3,450 gm,0
lacto 3 450 gm,lacto 3,0,milk
lacto 3 milk,lacto g,0,cap
