original_name,drug_name,dose,form
naphcon a eye drops 15 ml,naphcon a,15 ml,eye drops
naphcon-a 15ml eye drops,naphcon-a,15ml,eye drops
naphcozole eye drops 10 ml,naphcozole,10 ml,eye drops
napi- care 15 gm oint,napi- care,15 gm,oint
napi-care oint.,napi-care,0,oint
napibradine 5mg 30 f.c. tabs.,napibradine,5mg,tabs
napibradine 7.5mg 30 f.c. tabs.,napibradine,7.5mg,tabs
napifit 100mg 4 f.c.tab.,napifit,100mg,tab
napifit 100mg 8 f.c.tab.,napifit,100mg,tab
napifit 75mg 40*2 f.c. tab,napifit,75mg,tab
napilac 200 mg 20cap,napilac,200 mg,cap
napilac 200mg 20 caps.,napilac,200mg,caps
napizole 20mg 14 cap,napizole,20mg,cap
napizole 40 mg iv infusion vial,napizole,40 mg,iv infusion vial
napizole 40mg 14 caps.,napizole,40mg,caps
napkin lotion 120 ml,napkin,120 ml,lotion
naplema 10 mg 30 f.c.tabs.,naplema,10 mg,tabs
naplema 20 mg 30 f.c.tabs.,naplema,20 mg,tabs
naprex hair shampoo 120 ml,naprex hair,120 ml,shampoo
naprofen 250 mg- 10 tab,naprofen,250 mg,tab
naprofen 250mg 10 tab.,naprofen,250mg,tab
naprofen 500mg 10 tab.,naprofen,500mg,tab
naprofen 500mg 20 tab.,naprofen,500mg,tab
naprogesic 250 mg 20 tab,naprogesic,250 mg,tab
naprogesic 500 mg 10 tab,naprogesic,500 mg,tab
naprogesic 500 mg 5 supp,naprogesic,500 mg,supp
naprosyn 250 mg 20 tab,naprosyn,250 mg,tab
naprosyn 500 mg 10 tab.,naprosyn,500 mg,tab
naprosyn 500mg 5 supp.,naprosyn,500mg,supp
naratriptan 2.5 mg 2 f.c. tabs.,naratriptan,2.5 mg,tabs
narcan 0.4mg/ 1 ml 1ml-10 amp,narcan,0.4mg/1ml,amp
narcotan 100ml inhaler,narcotan,100ml,inhaler
narcotan 250ml inhaler,narcotan,250ml,inhaler
narcotan inhaler 100ml,narcotan,100ml,inhaler
narcotan inhaler 250 ml,narcotan,250 ml,inhaler
naredrix 2.5 mg 6 f.c. tabs.,naredrix,2.5 mg,tabs
narine 30g cream,narine,30g,cream
narji hair tonic lotion 120 ml,narji hair tonic,120 ml,lotion
narkleen 30 caps.,narkleen,0,caps
naropen 7.5 mg 5 amp 10 ml,naropen,7.5 mg,amp
naropin 7.5mg/ml (10ml=75mg) 5amps.,naropin,7.5mg/ml,amps
naropin 7.5mg/ml (20ml=150mg) 5amps.,naropin,7.5mg/ml,amps
nasacort aq 55 mcg nasal spray 120 doses,nasacort aq,55 mcg,nasal spray
nasal clean alkaline wash pd. 6 sachets,nasal clean alkaline wash,0,pd.
nashiliv 10 mg 20 f.c.tabs.,nashiliv,10 mg,tabs
nashiliv 5 mg 20 f.c.tab,nashiliv,5 mg,tab
nashprep 10mg 14 f.c. tab,nashprep,10mg,tab
nashprep 5 mg 20 f.c.tabs.,nashprep,5 mg,tabs
nasid gel 50 gm,nasid,50 gm,gel
naso-cyanocobalamin 500mcg/dose nasal spray 2.3ml,naso-cyanocobalamin,500mcg/dose,nasal spray
