original_name,drug_name,dose,form
epirovastin 20 mg 7 f.c. tab,epirovastin,20 mg,tab
epirubicin (ebewe) 10mg/5ml vial,epirubicin (ebewe),10mg/5ml,vial
epirubicin (ebewe) 50mg/25ml vial,epirubicin (ebewe),50mg/25ml,vial
epirubicin mylan 100mg/50ml vial i.v. inf.,epirubicin mylan,100mg/50ml,vial
epirubicin mylan 10mg/5ml vial i.v. inf.,epirubicin mylan,10mg/5ml,vial
epirubicin mylan 200mg/100ml vial i.v. inf.,epirubicin mylan,200mg/100ml,vial
epirubicin mylan 50mg/25ml vial i.v. inf.,epirubicin mylan,50mg/25ml,vial
episopt eye drops 5 ml,episopt,5 ml,eye drops
episovir 400mg 28 f.c. tablets,episovir,400mg,tablets
epistigmin 0.5mg/ml 5 amp.,epistigmin,0.5mg/ml,amp
epistigmin 2.5mg/ml vial,epistigmin,2.5mg/ml,vial
epistigmin 2.5mg/ml vial 5 ml,epistigmin,2.5mg/ml,vial
epitaxol 0.5% eye drops 5 ml,epitaxol,0.5%,eye drops
epitens 30 tab.,epitens,0,tab
epitimozal eye drops 5 ml,epitimozal,5 ml,eye drops
epival 10 mg 20 tabs.,epival,10 mg,tabs
epival 10mg/2ml 3 amp.,epival,10mg/2ml,amp
epivel cream 80 gm,epivel,80 gm,cream
epizin 10 mg 1 vial,epizin,10 mg,vial
epizin 10mg vial for i.v. inj./inf.,epizin,10mg,vial
epizin 50 mg 1 vial,epizin,50 mg,vial
epizin 50mg vial for i.v. inf.,epizin,50mg,vial
epizithro 200mg/5ml 15ml susp.,epizithro,200mg/5ml,susp
epizithro 200mg/5ml 30ml susp.,epizithro,200mg/5ml,susp
epizithro 500 mg 3 caps.,epizithro,500 mg,caps
epizolone-depot 40mg/ml 1 ml i.m. vial,epizolone-depot,40mg/ml,vial
eplorefix 25 mg 7 f.c. tab,eplorefix,25 mg,tab
eplorefix 25 mg 7 tab,eplorefix,25 mg,tab
eplorefix 50mg 7 f.c. tab.,eplorefix,50mg,tab
epoetin sedico 2000 i.u./ml vial.,epoetin sedico,2000 i.u./ml,vial
epoetin sedico 4000 i.u./ml vial.,epoetin sedico,4000 i.u./ml,vial
epoform 2000 i.u vial,epoform,2000 i.u,vial
epoform 4000 i.u / vial,epoform,4000 i.u,vial
epojet 10000 i.u./ml prefilled syringe,epojet,10000 i.u./ml,prefilled syringe
epojet 2000 i.u./0.5ml prefilled syringe,epojet,2000 i.u./0.5ml,prefilled syringe
epojet 4000 i.u./0.4ml prefilled syringe,epojet,4000 i.u./0.4ml,prefilled syringe
eposin 20mg/ml vial,eposin,20mg/ml,vial
eposino 2000 i.u./1ml prefilled syringe,eposino,2000 i.u./1ml,prefilled syringe
eposino 4000 i.u./ml prefilled syringe,eposino,4000 i.u./ml,prefilled syringe
epotin julphar 2000i.u./ml s.c./i.v. vial (n/a),epotin julphar,2000i.u./ml,vial
epotin julphar 4000 i.u/1ml s.c/i.v. vial (n/a),epotin julphar,4000 i.u/1ml,vial
eprex 10 000 i.u./ml 6 prefilled syringes,eprex,10000 i.u./ml,prefilled syringes
eprex 2000 i.u./0.5ml 6 prefilled syringe,eprex,2000 i.u./0.5ml,prefilled syringe
eprex 3000 i.u./0.3ml 6 prefilled syringe,eprex,3000 i.u./0.3ml,prefilled syringe
eprex 4000 i.u./0.4ml 6 prefilled syringes,eprex,4000 i.u./0.4ml,prefilled syringes
eprex 40000 i.u./ml prefilled syringe,eprex,40000 i.u./ml,prefilled syringe
equal sweetener 800 packets,equal sweetener,0,packets
equardis shampoo 250 ml,equardis,250 ml,shampoo
equate pain reliever 500 mg,equate pain reliever,500 mg,0
equiferrin 10 sachets 5 gm,equiferrin,5 gm,sachets
