original_name,drug_name,dose,form
hanalei facial wash 200 ml,hanalei facial,200 ml,wash
hansas 2.5 mg 21 tab.,hansas,2.5 mg,tab
hanza 2 in 1 correcting eye cream 30 gm,hanza 2 in 1 correcting eye,30 gm,cream
hanza acne cream 50 gm,hanza acne,50 gm,cream
hanza am moisture and renewal cream,hanza am moisture and renewal,0,cream
hanza anti-aging cream 50 gm,hanza anti-aging,50 gm,cream
hanza cal 30 tabs,hanza cal,30 tabs,tabs
hanza collagen cream 50 gm,hanza collagen,50 gm,cream
hanza firming cream 50 gm,hanza firming,50 gm,cream
hanza massage gel 50 gm,hanza massage,50 gm,gel
hanza pm moisture and renewal cream,hanza pm moisture and renewal,0,cream
hanza vitamin e cream 50 gm,hanza vitamin e,50 gm,cream
hanza white cream 50 gm,hanza white,50 gm,cream
hanzafert caps,hanzafert,0,caps
hanzagink 30 tabs,hanzagink,30 tabs,tabs
hanzatab 30 tabs,hanzatab,30 tabs,tabs
hanzo 10 sachets,hanzo,10 sachets,sachets
happy care baby lotion 120 ml,happy care baby,120 ml,lotion
happy care feminine wash 250 ml,happy care feminine,250 ml,wash
happy care mouth wash 125 ml,happy care mouth,125 ml,wash
happy care mouth wash 250 ml,happy care mouth,250 ml,wash
happy fruit 120 ml syrup,happy fruit,120 ml,syrup
happy fruit 120ml syrup,happy fruit,120ml,syrup
happy kids syp,happy kids,0,syp
happy life powder 200 gram,happy life,200 gram,powder
happy seas cod liver oil,happy seas cod liver,0,oil
happy seas syrup orange 120ml,happy seas orange,120ml,syrup
happy seas syrup strawberry 120ml,happy seas strawberry,120ml,syrup
happy sens cream,happy sens,0,cream
happy tooth paste 75 gm,happy tooth,75 gm,paste
happycross 35 mg / 2.2 ml syringe,happycross,35 mg / 2.2 ml,syringe
harawell hair tonic,harawell hair,0,tonic
hard collar,hard collar,0,0
harmony cream 50 gm,harmony,50 gm,cream
harmony gel 50 ml,harmony,50 ml,gel
harpagin 30 f.c.tab.,harpagin,30 tab,tab
hartifrin 7.5mg/ml oral drops 15 ml for hypotension,hartifrin,7.5mg/ml,oral drops
harva,harva,0,0
harvoni 90/400mg 28 tablets,harvoni,90/400mg,tablets
harvy cream 60 gm,harvy,60 gm,cream
harvy facial cleanser 150 ml,harvy facial,150 ml,cleanser
harvy lotion spray 120 ml,harvy,120 ml,lotion spray
harvy soap 80 gm,harvy,80 gm,soap
havrix 1440 i.u./ml vial,havrix,1440 i.u./ml,vial
havrix junior 720 i.u./0.5ml prefilled syringe,havrix junior,720 i.u./0.5ml,prefilled syringe
hawa baby derm cream 20gm,hawa baby derm,20gm,cream
haxida cream 30 gm,haxida,30 gm,cream
haxida intact 25 gm gel,haxida intact,25 gm,gel
haya benz-r 1.2 m.i.u. vial for i.m inj.,haya benz-r,1.2 m.i.u.,vial
haya-blue nasal spray 120 ml,haya-blue,120 ml,nasal spray
