original_name,drug_name,dose,form
rexsol ultra whitening alpha arbutin cream 56 gm,rexsol ultra whitening alpha arbutin,56 gm,cream
rexsol vitamin c-10 treatment anti-aging cream 54 ml,rexsol vitamin c-10 treatment anti-aging,54 ml,cream
rexsol vitamin c-5 treatment anti-aging cream 54 ml,rexsol vitamin c-5 treatment anti-aging,54 ml,cream
rexsol vitamin-c wash facial cleanser foaming gel 240 ml,rexsol vitamin-c wash facial cleanser foaming,240 ml,gel
reza 10 ml drops,reza,10 ml,drops
rheuma-rest roll-on 50 ml,rheuma-rest,50 ml,roll-on
rheumafen 100mg s.r.caps.,rheumafen,100mg,s.r.caps.
rheumafen 25mg 20 enteric coated tab.,rheumafen,25mg,enteric coated tab.
rheumafen 50mg 20 enteric coated tab.,rheumafen,50mg,enteric coated tab.
rheumafen 75 mg sr 10 caps.,rheumafen,75 mg,sr caps.
rheumafen 75mg/3ml 4 amp. for i.m. inj.,rheumafen,75mg/3ml,amp. for i.m. inj.
rheumafen acti-gel 1% gel 15 gm,rheumafen acti-gel,1%,gel
rheumafen forte supp.,rheumafen forte,0,supp.
rheumagel 5% top. gel 25 gm,rheumagel,5%,top. gel
rheumamax 100mg 10 caps.,rheumamax,100mg,caps.
rheumamax 200mg 10 caps.,rheumamax,200mg,caps.
rheumamax 400mg 10 caps.,rheumamax,400mg,caps.
rheumarene 1% gel 20 gm,rheumarene,1%,gel
rheumarene 100 mg 6 supp.,rheumarene,100 mg,supp.
rheumarene 25 mg 20 e.c. tab.,rheumarene,25 mg,e.c. tab.
rheumarene 50mg 20 tab.,rheumarene,50mg,tab.
rheumarene 75mg/3ml 3 amp. i.m,rheumarene,75mg/3ml,amp. i.m
rheumatizen topical cream 30 gm,rheumatizen,30 gm,topical cream
rheumatizen topical cream 60 gm,rheumatizen,60 gm,topical cream
rheumaton 500mg 10 f.c.tab.,rheumaton,500mg,tab.
rheumaton 750mg 10 f.c. tabs.,rheumaton,750mg,tabs.
rheumisal linement 60 ml,rheumisal,60 ml,linement
rheumisolone 40mg/ml i.m amp. (n/a),rheumisolone,40mg/ml,i.m amp.
rheuxicam 4mg 20 f.c.tab.,rheuxicam,4mg,tab.
rheuxicam 8mg 20 f.c.tab.,rheuxicam,8mg,tab.
rheuxicam 8mg pd for i.m. / i.v. inj. vial,rheuxicam,8mg,pd for i.m. / i.v. inj. vial
rhin rhin susp. 60ml,rhin rhin,60ml,susp.
rhinaction nasal spray 20 ml,rhinaction,20 ml,nasal spray
rhinex 0.05% infantile nasal drops 10 ml,rhinex,0.05%,infantile nasal drops
rhinex 0.1% adult 10ml nasal drops,rhinex,0.1%,adult nasal drops
rhino c 20 tab.,rhino c,0,tab.
rhino-marine adult nasal spray 60 ml,rhino-marine,60 ml,adult nasal spray
rhino-marine pediatric nasal spray 60 ml,rhino-marine,60 ml,pediatric nasal spray
rhinobilastin 20 mg 10 tabs.,rhinobilastin,20 mg,tabs.
rhinocalm 20 tabs.,rhinocalm,0,tabs.
rhinocalm syrup 120ml,rhinocalm,120ml,syrup
rhinocort aqua 32mcg/dose nasal spray 120 doses,rhinocort aqua,32mcg/dose,nasal spray
rhinocort aqua 64mcg/dose nasal spray.,rhinocort aqua,64mcg/dose,nasal spray
rhinogesic syrup 120ml,rhinogesic,120ml,syrup
rhinomol-s syrup 120ml,rhinomol-s,120ml,syrup
rhinopro s.r. 20 caps.,rhinopro,0,s.r. caps.
rhinopro syrup 90ml,rhinopro,90ml,syrup
rhinorelief nasal susp. 50 mcg/metered spray dose,rhinorelief,50 mcg/metered spray dose,nasal susp.
rhinostop oral drops 15 ml,rhinostop,15 ml,oral drops
rhinotus syrup 90ml,rhinotus,90ml,syrup
